BIZ_UNIT,PD_S_C,PD_S_NM,PD_M_NM,PD_H_NM
A01,372,닥스골프,골프용품,스포츠
A01,373,헤지스골프,골프용품,스포츠
A01,374,잭니클라우스,골프용품,스포츠
A01,375,엘로드,골프용품,스포츠
A01,376,울시,골프용품,스포츠
A01,377,레노마골프,골프용품,스포츠
A01,378,휠라골프,골프용품,스포츠
A05,105,남성향수,남성,향수
A01,380,팬텀골프,골프용품,스포츠
A01,381,슈페리어,골프용품,스포츠
A01,382,이동수골프,골프용품,스포츠
A01,383,빈폴골프,골프용품,스포츠
A01,384,엘르골프,골프용품,스포츠
A01,385,캘러웨이,골프용품,스포츠
A01,386,타이틀리스트,골프용품,스포츠
A01,387,와이드앵글,스포츠,스포츠
A01,388,김영주골프,골프용품,스포츠
A01,389,JDX골프,골프용품,스포츠
A01,390,피가로,골프용품,스포츠
A01,391,링스,골프용품,스포츠
A01,392,그린조이,골프용품,스포츠
A01,393,까스텔바작,골프용품,스포츠
A01,394,한성에프아이,스포츠,스포츠
A01,395,루이까스텔,스포츠,스포츠
A01,396,엠유스포츠,골프용품,스포츠
A01,397,보그너,골프용품,스포츠
A01,398,아다바트,골프용품,스포츠
A01,399,먼싱웨어,골프용품,스포츠
A01,400,르꼬끄골프,골프용품,스포츠
A01,401,파리게이츠,골프용품,스포츠
A01,402,블랙앤화이트,골프용품,스포츠
A01,403,나이키골프,골프용품,스포츠
A01,404,아디다스골프,골프용품,스포츠
A01,405,폴로골프,골프용품,스포츠
A01,406,휴고보스골프,골프용품,스포츠
A01,407,데상트골프,골프용품,스포츠
A01,408,매일통상,골프용품,스포츠
A01,409,우리골프,골프용품,스포츠
A01,410,애드파골프,골프용품,스포츠
A01,411,갤러리골프,골프용품,스포츠
A01,412,명성골프,골프용품,스포츠
A01,413,매직스포츠,골프용품,스포츠
A01,414,AK골프,골프용품,스포츠
A01,415,골프존마켓,골프용품,스포츠
A01,416,프레지던츠골프,스포츠,스포츠
A01,417,풋조이,스포츠,스포츠
A01,418,애플라인드,골프용품,스포츠
A01,419,브랜우드,골프용품,스포츠
A01,420,스포츠의류,스포츠,스포츠
A01,421,스포츠화,스포츠,스포츠
A01,422,고정행사(스포츠),스포츠,스포츠
A01,423,단기행사(스포츠),스포츠,스포츠
A01,424,의류,스포츠,스포츠
A01,425,신발,스포츠,스포츠
A01,426,나이키의류,스포츠,스포츠
A01,427,아디다스의류,스포츠,스포츠
A01,428,나이키화,스포츠,스포츠
A01,429,아디다스화,스포츠,스포츠
A01,430,뉴발란스아울렛,스포츠,스포츠
A01,431,슈즈플러스,스포츠,스포츠
A01,432,배드민턴스퀘어,스포츠,스포츠
A01,433,Fitness Square,남성캐주얼,남성의류
A01,434,청백,남성캐주얼,남성의류
A01,435,다비드컬렉션,남성캐주얼,남성의류
A01,436,남성잡화ACC2,남성캐주얼,남성의류
A01,437,N/B 아동복,아동,아동
A01,438,L/C 아동복,아동,아동
A01,439,수입 아동복,아동,아동
A01,440,고정행사(아동복),아동,아동
A01,441,아동잡화,아동,아동
A01,442,아동신발,아동,아동
A01,443,단기행사(아동복),아동,아동
A01,444,키즈,아동,아동
A01,445,el Bicar,남성캐주얼,남성의류
A01,446,유아복,아동,아동
A01,447,유아용품,아동,아동
A01,448,내의,아동,아동
A01,449,완구,아동,아동
A01,450,토들러,아동,아동
A01,451,아동놀이시설,아동,아동
A01,452,플라자,가공식품,식품
A01,453,국산A/V,대형가전,가전
A01,454,국산냉장고.세탁기,대형가전,가전
A01,455,수입냉장고,대형가전,가전
A01,456,수입세탁기,대형가전,가전
A01,457,에어컨,주방가전,가전
A01,458,가스기기,소형가전,가전
A01,459,전기밥솥,주방가전,가전
A01,460,수입소형가전,주방가전,가전
A01,461,기타국산소형가전,주방가전,가전
A01,462,수입청소기 외,소형가전,가전
A01,463,김치냉장고,주방가전,가전
A01,464,건강가전,주방가전,가전
A01,465,행사,주방가전,가전
A01,466,수입A/V,대형가전,가전
A01,467,에스프레소,주방가전,가전
A01,468,생화,생활잡화,가정
A01,469,이미용,생활잡화,가정
A01,470,MP3 外,통신/컴퓨터,가전
A01,471,컴퓨터,통신/컴퓨터,가전
A01,472,"IT 게임기,S/W",통신/컴퓨터,가전
A01,473,피아노/악기,악기,가전
A01,474,악기,악기,가전
A01,475,음반,악기,가전
A01,476,명품오디오,전자/전기,가전
A01,477,디지털카메라,통신/컴퓨터,가전
A01,478,수입주방,주방용품,가정
A01,479,주방잡화,주방용품,가정
A01,480,수      저,주방용품,가정
A01,481,스      텐,주방용품,가정
A01,482,국산주방,주방용품,가정
A01,483,주방단기행사,주방용품,가정
A01,484,임      대,주방용품,가정
A01,485,캔들디퓨져,생활잡화,가정
A01,486,서적,문구/팬시,가정
A01,487,타월,생활잡화,가정
A01,488,욕실용품,생활잡화,가정
A01,489,매트,생활잡화,가정
A01,490,장식소품,생활잡화,가정
A01,491,토탈데코,생활잡화,가정
A01,492,소품가구,생활잡화,가정
A01,493,기능성침대,생활잡화,가정
A01,494,펫샵,기타,기타
A01,495,기능성소품,소형가전,가전
A01,496,크리스탈,식기,가정
A01,497,그라스,식기,가정
A01,498,국산도자기,식기,가정
A01,499,수입도자기,식기,가정
A01,500,전통도자기,식기,가정
A01,501,식기단기행사,식기,가정
A01,502,락앤락,식기,가정
A01,503,종합가구,가구,가정
A01,504,수입가구,가구,가정
A01,505,침대,가구,가정
A01,506,소파,가구,가정
A01,507,식탁,가구,가정
A01,508,"원목,학생,철재",가구,가정
A01,509,카페트,침구/수예,가정
A01,510,일반침대,가구,가정
A01,511,건강침대,가구,가정
A01,512,웨딩,웨딩,가정
A01,513,N.B,침구/수예,가정
A01,514,L.B,침구/수예,가정
A01,515,수입침구,침구/수예,가정
A01,516,한실침구,침구/수예,가정
A01,517,수예소품,침구/수예,가정
A01,518,수예단기행사,침구/수예,가정
A01,519,건강베개,침구/수예,가정
A01,520,아동침구,침구/수예,가정
A01,521,수입잡화,명품,명품
A01,522,수입의류,명품,명품
A01,523,직수입,명품,명품
A01,524,잡화멀티샵,명품,명품
A01,525,명품잡화,명품,명품
A01,526,명품잡화보석,명품,명품
A01,527,명품기타,명품,명품
A01,528,명품잡화행사,명품,명품
A01,529,디자이너,명품,명품
A01,530,어덜트,명품,명품
A01,531,컨템포러리,명품,명품
A01,532,명품남성,명품,명품
A01,533,명품의류기타,명품,명품
A01,534,명품시계기타,명품,명품
A01,535,명품보석,명품,명품
A01,536,힐앤토트,명품,명품
A01,537,주얼리멀티,명품,명품
A01,538,명품멀티기타,명품,명품
A01,539,엘리든,명품,명품
A01,540,비트윈,캐주얼,여성의류
A01,541,Taste5.1,캐주얼,여성의류
A01,542,아울렛,캐주얼,여성의류
A01,543,EC(해외잡화),명품,명품
A01,544,영레깅스편집샵,캐주얼,여성의류
A01,545,global 편집샵,명품,명품
A01,546,라움,캐주얼,여성의류
A01,547,global 편집샵,캐주얼,여성의류
A01,548,토탈리빙,주방용품,가정
A01,549,한샘,주방용품,가정
A01,550,금고,기타,기타
A01,551,남성해외패션,명품,명품
A01,552,KHOS,캐주얼,여성의류
A01,553,KHOS,캐주얼,여성의류
A01,554,ACC Bloom (1F),액세서리,잡화
A01,555,ACC Bloom (3F),액세서리,잡화
A01,556,팝캐스트,미분류중분류상품(매핑안됨),미분류대분류상품(매핑안됨)
A01,557,유니크샵,캐주얼,여성의류
A01,558,캐주얼화,구두,잡화
A01,559,ARCHIV,남성캐주얼,남성의류
A01,560,일반침대(에이스),가구,가정
A01,561,건강침대(흙침대),가구,가정
A01,562,SM TOWN,기타,기타
A01,563,파슨스,농산물,여성의류
A01,564,갤러리,명품,명품
A01,565,친환경올가,축산가공,식품
A01,566,밸류커리어,커리어,여성의류
A01,567,어덜트,명품,명품
A01,568,캐릭터 단기행사,농산물,여성의류
A01,569,생필(부대),가공식품,식품
A01,570,스넥(부대),가공식품,식품
A01,571,지방스넥(부대),가공식품,식품
A01,572,델리(부대),가공식품,식품
A01,573,빈폴상품군,트래디셔널,남성의류
A01,574,폴로상품군,트래디셔널,남성의류
A01,575,라코스테상품군,트래디셔널,남성의류
A01,576,타미힐피거상품군,트래디셔널,남성의류
A01,577,헤지스상품군,트래디셔널,남성의류
A01,578,헨리코튼상품군,트래디셔널,남성의류
A01,579,올젠상품군,트래디셔널,남성의류
A01,580,프레드페리상품군,트래디셔널,남성의류
A01,581,레토르,가공식품,식품
A01,582,갤럭시,남성정장,남성의류
A01,583,로가디스,남성정장,남성의류
A01,584,마에스트로,남성정장,남성의류
A01,585,캠브리지,남성정장,남성의류
A01,586,바쏘,남성정장,남성의류
A01,587,빨질레리,남성정장,남성의류
A01,588,니나리찌,남성정장,남성의류
A01,589,닥스,남성정장,남성의류
A01,590,킨록앤더슨,남성정장,남성의류
A01,591,다반,남성정장,남성의류
A01,592,브룩스브라더스,남성정장,남성의류
A01,593,아울렛 제일모직,스포츠,스포츠
A01,594,영스트리트,캐주얼,여성의류
A01,595,영스트리트,캐주얼,여성의류
A01,596,MODIUM,남성캐주얼,남성의류
A01,597,Last Scene,남성캐주얼,남성의류
A01,598,Leg 5:3:2,남성캐주얼,남성의류
A01,599,건강수면샵,남성캐주얼,남성의류
A01,600,드림플라자,가공식품,식품
A01,601,나파피리상품군,시티웨어,여성의류
A01,602,브룩스브라더스상품군,남성정장,남성의류
A01,603,온라인스트리트,캐주얼,여성의류
A01,604,온라인스트리트,캐주얼,여성의류
A01,605,멘즈셀렉샵,기타,기타
A01,606,파크랜드,구두,잡화
A01,607,케이웨이 상품군,캐주얼,여성의류
A01,608,안토니모라토 상품군,커리어,여성의류
A01,609,까르뜨블랑슈 상품군,캐주얼,여성의류
A01,610,바버 상품군,남성 트랜디,남성의류
A01,611,팀버랜드 상품군,캐주얼,여성의류
A01,612,해리토리 상품군,골프용품,스포츠
A01,613,크로커다일 상품군,커리어,여성의류
A01,614,지오투,캐주얼,여성의류
A01,615,상품군미지정,기타,기타
A05,1,기타견과류,과자,식품
A05,2,일반시리얼,과자,식품
A05,3,즉석스프,과자,식품
A05,4,기타레토르트,과자,식품
A05,5,일반껌,과자,식품
A05,6,하드캔디,과자,식품
A05,7,판초콜릿,과자,식품
A05,8,일반스낵,과자,식품
A05,9,쿠키,과자,식품
A05,10,파이,과자,식품
A05,11,생수,음료,식품
A05,12,탄산수,음료,식품
A05,13,콜라,음료,식품
A05,14,혼합탄산,음료,식품
A05,15,스포츠음료,음료,식품
A05,16,비타민/에너지음료,음료,식품
A05,17,숙취해소음료,음료,식품
A05,18,기타기능성음료,음료,식품
A05,19,과일음료,음료,식품
A05,20,채소음료,음료,식품
A05,21,과채혼합음료,음료,식품
A05,22,일반차음료,음료,식품
A05,23,전통차음료,음료,식품
A05,24,커피음료,음료,식품
A05,25,믹스커피,음료,식품
A05,26,식수용차,음료,식품
A05,27,녹차/홍차,음료,식품
A05,28,허브/꽃차,음료,식품
A05,29,전통/한방차,음료,식품
A05,30,코코아,음료,식품
A05,31,아이스티,음료,식품
A05,32,바아이스크림,과자,식품
A05,33,여성덧신류,양말류,잡화
A05,34,스타킹,양말류,잡화
A05,35,여행용소품,여행용품,잡화
A05,36,여성헤어액세서리,미용소품,잡화
A05,37,장우산,우산/양산류,잡화
A05,38,샴푸,헤어케어,퍼스널
A05,39,린스/컨디셔너,헤어케어,퍼스널
A05,40,트리트먼트/팩,헤어케어,퍼스널
A05,41,헤어에센스,헤어케어,퍼스널
A05,42,헤어스프레이,헤어케어,퍼스널
A05,43,헤어무스/젤,헤어케어,퍼스널
A05,44,헤어왁스,헤어케어,퍼스널
A05,45,염모제,헤어케어,퍼스널
A05,46,바디워시,바디케어,퍼스널
A05,47,바디보습,바디케어,퍼스널
A05,48,입욕제/스파제품,바디케어,퍼스널
A05,49,바디케어세트,바디케어,퍼스널
A05,50,바디슬리밍/리프팅,바디케어,퍼스널
A05,51,제모용품,바디케어,퍼스널
A05,52,데오도란트,바디케어,퍼스널
A05,53,핸드워시/손세정제,핸드/풋케어,퍼스널
A05,54,핸드로션/크림,핸드/풋케어,퍼스널
A05,55,풋케어,핸드/풋케어,퍼스널
A05,56,남성용면도기/날,남성케어,기초
A05,57,쉐이빙폼/젤,남성케어,기초
A05,58,클래식면도용품,남성케어,기초
A05,59,치약,구강케어,퍼스널
A05,60,칫솔,구강케어,퍼스널
A05,61,전동칫솔/칫솔모,구강케어,퍼스널
A05,62,구강청정제,구강케어,퍼스널
A05,63,기타구강관리용품,구강케어,퍼스널
A05,64,치약/칫솔세트,구강케어,퍼스널
A05,65,생리대,여성용품,퍼스널
A05,66,탐폰,여성용품,퍼스널
A05,67,팬티라이너,여성용품,퍼스널
A05,68,여성세정제,여성용품,퍼스널
A05,69,페이셜클렌저,클렌징,기초
A05,70,스킨/토너,베이직케어,기초
A05,71,미스트,베이직케어,기초
A05,72,에멀젼/로션,베이직케어,기초
A05,73,에센스/세럼,베이직케어,기초
A05,74,아이케어,베이직케어,기초
A05,75,크림/밤/오일,베이직케어,기초
A05,76,페이셜팩류,집중케어,기초
A05,77,스킨케어세트,베이직케어,기초
A05,78,선크림류,선케어,기초
A05,79,태닝/애프터선케어,선케어,기초
A05,80,남성용클렌저,남성케어,기초
A05,81,남성용스킨케어류,남성케어,기초
A05,82,남성스킨케어세트,남성케어,기초
A05,83,남성용선크림/메이크업류,남성케어,기초
A05,84,메이크업베이스/프라이머,베이스메이크업,색조
A05,85,BB/파운데이션/컴팩트류,베이스메이크업,색조
A05,86,블러셔/쉐이딩/하이라이터,베이스메이크업,색조
A05,87,아이라이너,아이메이크업,색조
A05,88,아이브로우,아이메이크업,색조
A05,89,마스카라,아이메이크업,색조
A05,90,아이섀도우,아이메이크업,색조
A05,91,립스틱/립라이너,립메이크업,색조
A05,92,립글로즈/틴트,립메이크업,색조
A05,93,일반네일/케어류,네일메이크업,색조
A05,94,메이크업세트,아이메이크업,색조
A05,95,기름종이,미용소품,잡화
A05,96,메탈미용소도구,미용소품,잡화
A05,97,속눈썹/쌍꺼풀,미용소품,잡화
A05,98,메이크업브러쉬,미용소품,잡화
A05,99,스폰지/퍼프,미용소품,잡화
A05,100,네일케어도구,미용소품,잡화
A05,101,풋케어도구,핸드/풋케어,퍼스널
A05,102,면봉/화장솜,미용소품,잡화
A05,103,미용거울,미용소품,잡화
A05,104,여성향수,여성,향수
A05,106,건전지,전기용품,잡화
A05,107,보안용품,안전용품,잡화
A05,108,롤티슈,화장지/티슈,가정
A05,109,각티슈/미용티슈,화장지/티슈,가정
A05,110,물티슈,화장지/티슈,가정
A05,111,방향제,방향/제습/탈취제,가정
A05,112,차량용방향/제취제,방향/제습/탈취제,가정
A05,113,기타파티/팬시용품,파티/팬시용품,잡화
A05,114,이어폰/헤드폰,전기용품,잡화
A05,115,헤어드라이어,기기,가정
A05,116,헤어세팅기,기기,가정
A05,117,웨이트기구,피트니스,헬스
A05,118,기타피트니스기구,피트니스,헬스
A05,119,종합영양제,건강기능식품,헬스
A05,120,일반비타민,건강기능식품,헬스
A05,121,기타영양제,건강기능식품,헬스
A05,122,운동보조식품,건강기능식품,헬스
A05,123,다이어트보조식품,건강기능식품,헬스
A05,124,미용보조식품,건강기능식품,헬스
A05,125,건강보조식품세트,건강기능식품,헬스
A05,126,안전상비의약외품,일반의약외품,헬스
A05,127,콘돔,일반의약외품,헬스
A05,128,건강마스크,일반의약외품,헬스
A05,129,밴드류,일반의약외품,헬스
A05,130,렌즈관리용품,일반의약외품,헬스
A05,131,온/냉찜질용품,일반의약외품,헬스
A05,132,손난로/핫팩,계절팩,잡화
A05,133,기타건강측정용품,피트니스,헬스
A05,134,향초,방향/제습/탈취제,가정
A05,135,디퓨저,방향/제습/탈취제,가정
A05,136,유아용화장품,베이비케어,기초
A05,137,기저귀크림/파우더,베이비케어,기초
A05,138,유아용샴푸/바디워시,베이비케어,기초
A05,139,유아목욕용품,베이비케어,기초
A02,1191,비타민음료,기능성음료,음료
A02,1192,에너지음료,기능성음료,음료
A02,1193,무알콜맥주,맥주,주류
A02,1194,마시는요구르트,요구르트,데일리
A02,1195,곡물가루,가루,조미식품
A02,1196,동양전통주,양주,주류
A02,1197,얼음,아이스크림,냉장냉동
A02,1198,간식용치즈,치즈,데일리
A02,1199,슬라이스치즈,치즈,데일리
A02,1200,요리용치즈,치즈,데일리
A02,1201,냉장케익,디저트,데일리
A02,1202,젤리,디저트,데일리
A02,1203,푸딩,디저트,데일리
A02,1204,버터/마가린,유가공,데일리
A02,1205,크림연유,유가공,데일리
A02,1206,라운드햄,햄,냉장냉동
A02,1207,베이컨,햄,냉장냉동
A02,1208,사각햄,햄,냉장냉동
A02,1209,슬라이스햄,햄,냉장냉동
A02,1210,원물형태햄,햄,냉장냉동
A02,1211,비엔나소시지,소시지,냉장냉동
A02,1212,일반소시지,소시지,냉장냉동
A02,1213,후랑크소시지,소시지,냉장냉동
A02,1214,냉장햄세트,냉장햄세트,냉장냉동
A02,1215,자연향신료,향신료,조미식품
A02,1216,액젓,액상조미료,조미식품
A02,1217,요리식초,액상조미료,조미식품
A02,1218,음료식초,액상조미료,조미식품
A02,1219,냉장간편식,냉장간편식HMR,가공HMR
A02,1220,냉장장류,냉장간편식HMR,가공HMR
A02,1221,냉장떡,냉장식사HMR,가공HMR
A02,1222,냉장면류,냉장식사HMR,가공HMR
A02,1223,가공조미료,복합조미료,조미식품
A02,1224,자연조미료,복합조미료,조미식품
A02,1225,설탕,소금/설탕류,조미식품
A02,1226,소금,소금/설탕류,조미식품
A02,1227,액상과당,소금/설탕류,조미식품
A02,1228,수입소스,수입조미,조미식품
A02,1229,수입유지,수입조미,조미식품
A02,1230,수입장류,수입조미,조미식품
A02,1231,수입조미료,수입조미,조미식품
A02,1232,봉지라면,라면,가공대용식
A02,1233,컵라면,라면,가공대용식
A02,1234,국수,면류,가공대용식
A02,1235,당면,면류,가공대용식
A02,1236,수입면류,면류,가공대용식
A02,1237,숙면,면류,가공대용식
A02,1238,3분요리류,간편요리,가공대용식
A02,1239,분말조리식,간편요리,가공대용식
A02,1240,즉석 죽/스프/누룽지,밥죽류,가공대용식
A02,1241,즉석밥류,밥죽류,가공대용식
A02,1242,컵밥류,밥죽류,가공대용식
A02,1243,식빵,브랜드빵,가공대용식
A02,1244,일반빵,브랜드빵,가공대용식
A02,1245,찐빵,브랜드빵,가공대용식
A02,1246,어린이시리얼,시리얼,가공대용식
A02,1247,온라인시리얼,시리얼,가공대용식
A02,1248,일반시리얼,시리얼,가공대용식
A02,1249,체중조절용시리얼,시리얼,가공대용식
A02,1250,유아과자,이유식/유아간식,인스턴트
A02,1251,유아기타간식,이유식/유아간식,인스턴트
A02,1252,유아음료,이유식/유아간식,인스턴트
A02,1253,성인두유,두유,인스턴트
A02,1254,유아두유,두유,인스턴트
A02,1255,믹스커피,인스턴트커피,"커피,차"
A02,1256,아이스커피,인스턴트커피,"커피,차"
A02,1257,용기리필커피,인스턴트커피,"커피,차"
A02,1258,분쇄원두커피,원두커피,"커피,차"
A02,1259,스틱원두커피,원두커피,"커피,차"
A02,1260,캡슐원두커피,원두커피,"커피,차"
A02,1261,티백/드립 커피,원두커피,"커피,차"
A02,1262,홀빈원두커피,원두커피,"커피,차"
A02,1263,커피선물세트,커피선물세트,"커피,차"
A02,1264,분말차,시즌차,"커피,차"
A02,1265,아이스티,시즌차,"커피,차"
A02,1266,액상차,시즌차,"커피,차"
A02,1267,코코아,시즌차,"커피,차"
A02,1268,차선물세트,차선물세트,"커피,차"
A02,1269,국산꿀,꿀,"커피,차"
A02,1270,수입꿀,꿀,"커피,차"
A02,1271,단일비타민,비타민,건강식품
A02,1272,발포비타민,비타민,건강식품
A02,1273,종합비타민,비타민,건강식품
A02,1274,기타기능건강,기능성건강,건강식품
A02,1275,뼈건강,기능성건강,건강식품
A02,1276,온라인기능성건강,기능성건강,건강식품
A02,1277,프로바이틱스,기능성건강,건강식품
A02,228,키덜트/콜렉션,BOYS 1,완구
A02,229,반찬류행사,먹거리행사,조리식품행사
A02,230,일반간식류행사,먹거리행사,조리식품행사
A02,231,강정행사,시즌행사,조리식품행사
A02,232,한과행사,시즌행사,조리식품행사
A02,233,테마먹거리,맛집행사,조리식품행사
A02,234,브랜드먹거리,맛집행사,조리식품행사
A02,235,즉석쥐포,즉석구이안주,조리식품행사
A02,236,즉석오징어,즉석구이안주,조리식품행사
A02,237,즉석어포,즉석구이안주,조리식품행사
A02,238,즉석김자반,즉석구이김,조리식품행사
A02,239,즉석김,즉석구이김,조리식품행사
A02,240,미역특산물,특산물행사,조리식품행사
A02,241,멸치특산물,특산물행사,조리식품행사
A02,242,김특산물,특산물행사,조리식품행사
A02,243,분식,푸드코트,FOOD COURT
A02,244,양식,푸드코트,FOOD COURT
A02,245,일식,푸드코트,FOOD COURT
A02,246,중식,푸드코트,FOOD COURT
A02,247,한식,푸드코트,FOOD COURT
A02,248,푸드엠파이어,컨세션,FOOD COURT
A02,249,푸드하우스,컨세션,FOOD COURT
A02,250,푸드캐피탈,컨세션,FOOD COURT
A02,251,떡볶이,간식,F&B
A02,252,튀김,간식,F&B
A02,253,누들,간식,F&B
A02,254,도넛/햄버거,간식,F&B
A02,255,만두,간식,F&B
A02,256,밥류,간식,F&B
A02,257,가스류,간식,F&B
A02,258,볶음류,간식,F&B
A02,259,음료,디저트,F&B
A03,281,닭윗날개(봉),국내산계육,축산
A03,282,닭근위,국내산계육,축산
A03,283,닭정육,국내산계육,축산
A03,284,오리고기,국내산계육,축산
A03,285,일반계란,계란류,채소
A03,286,가공계란,계란류,채소
A03,287,일반메추리알,계란류,채소
A03,288,가공메추리알,계란류,채소
A03,289,닭/오리양념육,기타축산,축산
A03,290,돼지양념육,기타축산,축산
A03,291,소양념육,기타축산,축산
A03,292,기타양념육,기타축산,축산
A03,293,돈가스,기타축산,축산
A03,294,한우선물세트,국내산우육,축산
A03,295,수입소고기선물세트,수입우육,축산
A03,296,국수,건면,면과자
A03,297,당면,건면,면과자
A03,298,파스타류,건면,면과자
A03,299,냉면,건면,면과자
A03,300,쌈/또띠아,건면,면과자
A03,301,기타건면,건면,면과자
A03,302,국물봉지라면,라면,면과자
A03,303,비빔봉지라면,라면,면과자
A03,304,국물용기라면,라면,면과자
A03,305,식빵,베이커리,조리식품
A03,306,일반빵,베이커리,조리식품
A03,307,호빵찐빵,베이커리,조리식품
A03,308,일반시리얼,씨리얼,면과자
A03,309,기능성시리얼,씨리얼,면과자
A03,310,즉석카레짜장,즉석식품,일반식품
A03,311,즉석덮밥류,즉석식품,일반식품
A03,312,즉석밥,즉석식품,일반식품
A03,313,즉석컵밥,즉석식품,일반식품
A03,314,즉석죽,즉석식품,일반식품
A03,315,즉석스프,즉석식품,일반식품
A03,316,즉석누룽지,즉석식품,일반식품
A03,317,즉석면류,즉석식품,일반식품
A03,318,즉석국/찌개,즉석식품,일반식품
A03,319,기타레토르트,즉석식품,일반식품
A03,320,분말카레짜장,즉석식품,일반식품
A03,321,분말스프,즉석식품,일반식품
A03,322,채소병통조림,병통조림,일반식품
A03,323,과일병통조림,병통조림,일반식품
A03,324,참치통조림,병통조림,일반식품
A03,325,골뱅이통조림,병통조림,일반식품
A03,326,꽁치고등어통조림,병통조림,일반식품
A03,327,연어통조림,병통조림,일반식품
A03,328,기타수산통조림,병통조림,일반식품
A03,329,햄통조림,병통조림,일반식품
A03,330,닭고기통조림,병통조림,일반식품
A03,331,기타축산통조림,병통조림,일반식품
A03,332,햄통조림세트,병통조림,일반식품
A03,333,참치통조림세트,병통조림,일반식품
A03,334,통조림혼합세트,병통조림,일반식품
A03,335,연어통조림세트,병통조림,일반식품
A03,336,과일잼,병통조림,일반식품
A03,337,스프레드,병통조림,일반식품
A03,338,분유,분유,일반식품
A03,339,이유식,분유,일반식품
A03,340,유아과자,분유,일반식품
A03,341,유아음료,분유,일반식품
A03,342,케첩,케첩마요네즈,조미료류
A03,343,마요네즈,케첩마요네즈,조미료류
A03,344,상온드레싱,케첩마요네즈,조미료류
A03,345,양념소스,케첩마요네즈,조미료류
A03,346,국물용소스,케첩마요네즈,조미료류
A03,347,파스타소스,케첩마요네즈,조미료류
A03,348,고기양념장,케첩마요네즈,조미료류
A03,349,간장,장류,조미료류
A03,350,된장,장류,조미료류
A03,351,고추장,장류,조미료류
A03,352,쌈장,장류,조미료류
A03,353,기타장류,장류,조미료류
A03,354,콩기름,식용유,조미료류
A03,355,옥수수기름,식용유,조미료류
A03,356,참기름/들기름,식용유,조미료류
A03,357,올리브유,식용유,조미료류
A03,358,포도씨유,식용유,조미료류
A03,359,카놀라유,식용유,조미료류
A03,360,해바라기씨유,식용유,조미료류
A03,361,기타식용유,식용유,조미료류
A03,362,소금,조미료,조미료류
A03,363,설탕,감미료,조미료류
A03,364,물엿/시럽,감미료,조미료류
A03,365,식초,조미료,조미료류
A03,366,음용식초,조미료,조미료류
A03,367,액젓,조미료,조미료류
A03,368,가공조미료,조미료,조미료류
A03,369,자연조미료,조미료,조미료류
A03,370,액상조미료,조미료,조미료류
A03,371,고춧가루,조미료,조미료류
A03,372,후추,조미료,조미료류
A03,373,겨자/고추냉이,조미료,조미료류
A03,374,깨,조미료,조미료류
A03,375,허브류,조미료,조미료류
A03,376,기타향신료,조미료,조미료류
A03,377,밀가루,가공분말류,조미료류
A03,378,빵가루,가공분말류,조미료류
A03,379,부침가루,가공분말류,조미료류
A03,380,튀김가루,가공분말류,조미료류
A03,381,곡물가루,가공분말류,조미료류
A03,382,기타분말류,가공분말류,조미료류
A03,383,도넛가루/핫케이크가루,가공분말류,조미료류
A03,384,호떡믹스,가공분말류,조미료류
A03,385,빵믹스,가공분말류,조미료류
A03,386,아이스크림믹스,가공분말류,조미료류
A03,387,기타프리믹스,가공분말류,조미료류
A03,388,식용유세트,식용유,조미료류
A03,389,기타조미료세트,조미료,조미료류
A03,390,일반껌,캔디껌류,면과자
A03,391,기능성껌,캔디껌류,면과자
A03,392,풍선껌,캔디껌류,면과자
A03,393,하드캔디,캔디껌류,면과자
A03,394,소프트캔디,캔디껌류,면과자
A03,395,젤리,캔디껌류,면과자
A03,396,양갱,캔디껌류,면과자
A03,397,캐러멜,캔디껌류,면과자
A03,398,토이캔디,캔디껌류,면과자
A03,399,기능성캔디,캔디껌류,면과자
A03,400,판초콜릿,초콜렛,면과자
A03,401,쉘초콜릿,초콜렛,면과자
A03,402,바초콜릿,초콜렛,면과자
A03,403,감자스낵,스낵,면과자
A03,404,고구마스낵,스낵,면과자
A03,405,옥수수스낵,스낵,면과자
A03,406,쌀스낵,스낵,면과자
A03,407,일반스낵,스낵,면과자
A03,408,영양바,스낵,면과자
A03,409,팝콘,스낵,면과자
A03,410,크래커,쿠키케이크,면과자
A03,411,쿠키,쿠키케이크,면과자
A03,412,샌드,쿠키케이크,면과자
A03,413,스틱과자,쿠키케이크,면과자
A03,414,쿠키케이크,쿠키케이크,면과자
A03,415,파이,쿠키케이크,면과자
A03,416,맛밤류,가공건식품,일반식품
A03,417,안주용육포류,가공건식품,일반식품
A03,418,기타간식/안주형과자,가공건식품,일반식품
A03,419,한과,기타조리식품,조리식품
A03,420,기타전통과자,전통과자,면과자
A03,421,과자세트,쿠키케이크,면과자
A03,422,사탕/캔디세트,캔디껌류,면과자
A03,423,초콜릿세트,초콜렛,면과자
A03,424,생수,생수,음료
A03,425,탄산수,탄산음료,음료
A03,426,사이다,탄산음료,음료
A03,427,콜라,탄산음료,음료
A03,428,혼합탄산,탄산음료,음료
A03,429,스포츠음료,기능성음료,음료
A03,430,비타민/에너지음료,기능성음료,음료
A03,431,식이섬유음료,기능성음료,음료
A03,432,한방음료,기능성음료,음료
A03,433,숙취해소음료,기능성음료,음료
A03,434,기타기능성음료,기능성음료,음료
A03,435,과일음료,과채음료,음료
