ID,GENDER,AGE_PRD,HOM_PST_NO
1298,2,60PRD,13
1299,2,60PRD,56
1300,2,60PRD,210
1301,2,60PRD,57
1302,1,60PRD,320
1303,1,60PRD,36
1304,1,60PRD,55
1305,2,60PRD,55
1306,2,60PRD,85
1307,2,60PRD,58
1308,2,60PRD,55
1309,2,60PRD,72
1310,2,60PRD,47
1311,2,60PRD,490
1312,1,60PRD,33
1313,1,60PRD,
1314,2,60PRD,130
1315,1,60PRD,0
1316,2,60PRD,460
1317,2,60PRD,420
1318,2,60PRD,13
1319,2,60PRD,160
1320,1,60PRD,90
1321,2,60PRD,63
1322,2,60PRD,510
1323,2,60PRD,56
1324,2,60PRD,130
1325,2,60PRD,470
1326,2,60PRD,55
1327,2,60PRD,26
1328,1,60PRD,540
1329,1,60PRD,140
1330,2,60PRD,480
1331,2,60PRD,110
1332,2,60PRD,460
1333,2,60PRD,55
1334,2,60PRD,53
1335,2,60PRD,58
1336,2,60PRD,130
1337,2,60PRD,160
1338,2,60PRD,210
1339,2,60PRD,280
1340,2,60PRD,55
1341,2,60PRD,10
1342,2,60PRD,55
1343,2,60PRD,17
1344,2,60PRD,69
1345,2,60PRD,90
1346,1,60PRD,510
1347,1,60PRD,80
1348,1,60PRD,67
1349,2,60PRD,300
1350,2,60PRD,75
1351,2,60PRD,60
1352,2,60PRD,470
1353,2,60PRD,58
1354,2,60PRD,620
1355,2,60PRD,470
1356,2,60PRD,69
1357,1,60PRD,30
1358,1,60PRD,55
1359,1,60PRD,52
1360,1,60PRD,400
1361,1,60PRD,470
1362,2,60PRD,490
1363,2,60PRD,33
1364,2,60PRD,83
1365,2,60PRD,80
1366,2,60PRD,56
1367,2,60PRD,420
1368,1,60PRD,120
1369,2,60PRD,340
1370,1,60PRD,510
1371,2,60PRD,480
1372,1,60PRD,470
1373,1,60PRD,100
1374,2,60PRD,100
1375,2,60PRD,10
1376,1,60PRD,55
1377,2,60PRD,490
1378,1,60PRD,
1379,1,60PRD,340
1380,2,60PRD,100
1381,2,60PRD,56
1382,2,60PRD,470
1383,2,60PRD,460
1384,1,60PRD,40
1385,1,60PRD,55
1386,2,60PRD,55
1387,2,60PRD,47
1388,1,60PRD,88
1389,2,60PRD,45
1390,2,60PRD,470
1391,2,60PRD,440
1392,2,60PRD,480
1393,2,60PRD,480
1394,2,60PRD,28
1395,2,60PRD,480
1396,2,60PRD,130
1397,2,60PRD,63
1398,2,60PRD,480
1399,1,60PRD,63
1400,2,60PRD,55
1401,2,60PRD,56
1402,2,60PRD,55
1403,2,60PRD,55
1404,1,60PRD,130
1405,2,60PRD,420
1406,2,60PRD,400
1407,2,60PRD,400
1408,2,60PRD,220
1409,2,60PRD,85
1410,2,60PRD,75
1411,1,60PRD,400
1412,2,60PRD,55
1413,1,60PRD,460
1414,2,60PRD,130
1415,2,60PRD,37
1416,2,60PRD,62
1417,2,60PRD,100
1418,2,60PRD,490
1419,2,60PRD,55
1420,1,60PRD,40
1421,2,60PRD,
1422,1,60PRD,540
1423,1,60PRD,580
1424,2,60PRD,55
1425,1,60PRD,41
1426,2,60PRD,56
1427,2,60PRD,40
1428,2,60PRD,79
1429,2,60PRD,52
1430,1,60PRD,100
1431,1,60PRD,100
1432,2,60PRD,470
1433,2,60PRD,220
1434,2,60PRD,56
1435,2,60PRD,55
1436,1,60PRD,56
1437,1,60PRD,73
1438,2,60PRD,110
1439,2,60PRD,63
1440,2,60PRD,130
1441,2,60PRD,220
1442,2,60PRD,58
1443,1,60PRD,130
1444,2,60PRD,470
1445,1,60PRD,30
1446,2,60PRD,470
1447,2,60PRD,73
1448,2,60PRD,56
1449,2,60PRD,55
1450,2,60PRD,53
1451,2,60PRD,62
1452,1,60PRD,460
1453,2,60PRD,490
1454,2,60PRD,470
1455,2,60PRD,10
1456,2,60PRD,55
1457,1,60PRD,25
1458,2,60PRD,440
1459,1,60PRD,510
1460,1,60PRD,73
1461,2,60PRD,55
1462,2,60PRD,66
1463,2,60PRD,120
1464,2,60PRD,80
1465,2,60PRD,460
1466,1,60PRD,58
1467,2,60PRD,480
1468,2,60PRD,620
1469,1,60PRD,53
1470,2,60PRD,400
1471,2,60PRD,490
1472,2,60PRD,590
1473,2,60PRD,55
1474,2,60PRD,50
1475,1,60PRD,34
1476,1,60PRD,400
1477,1,60PRD,600
1478,2,60PRD,57
1479,2,60PRD,74
1480,2,60PRD,20
1481,2,60PRD,55
1482,2,60PRD,280
1483,2,60PRD,17
1484,2,60PRD,490
1485,1,60PRD,460
1486,2,60PRD,55
1487,2,60PRD,140
1488,2,60PRD,80
1489,2,60PRD,
1490,1,60PRD,24
1491,1,60PRD,57
1492,2,60PRD,440
1493,1,60PRD,
1494,1,60PRD,100
1495,1,60PRD,75
1496,2,60PRD,470
1497,1,60PRD,52
1498,1,60PRD,470
1499,2,60PRD,55
1500,2,60PRD,610
1501,2,60PRD,
1502,2,60PRD,490
1503,2,60PRD,410
1504,2,60PRD,
1505,2,60PRD,55
1506,1,60PRD,57
1507,1,60PRD,120
1508,2,60PRD,56
1509,2,60PRD,500
1510,1,60PRD,55
1511,2,60PRD,500
1512,1,60PRD,530
1513,2,60PRD,14
1514,2,60PRD,480
1515,2,60PRD,54
1516,2,60PRD,25
1517,1,60PRD,56
1518,2,60PRD,53
1519,1,60PRD,25
1520,1,60PRD,130
1521,2,60PRD,480
1522,1,60PRD,43
1523,2,60PRD,62
1524,2,60PRD,460
1525,2,60PRD,10
1526,2,60PRD,420
1527,1,60PRD,54
1528,1,60PRD,440
1529,1,60PRD,75
1530,2,60PRD,67
1531,1,60PRD,470
1532,2,60PRD,20
1533,1,60PRD,610
1534,2,60PRD,55
1535,2,60PRD,58
1536,2,60PRD,
1537,1,50PRD,110
1538,2,50PRD,410
1539,1,50PRD,470
1540,2,50PRD,83
1541,1,50PRD,34
1542,1,50PRD,56
1543,2,50PRD,620
1544,2,50PRD,350
1545,2,50PRD,500
1546,2,50PRD,170
1547,1,50PRD,120
1548,1,50PRD,150
1549,2,50PRD,400
1550,1,50PRD,65
1551,1,50PRD,140
1552,2,50PRD,52
1553,2,50PRD,500
1554,1,50PRD,550
1555,2,50PRD,550
1556,2,50PRD,62
1557,2,50PRD,490
1558,2,50PRD,440
1559,2,50PRD,470
1560,2,50PRD,460
1561,2,50PRD,300
1562,2,50PRD,140
1563,2,50PRD,470
1564,2,50PRD,300
1565,1,50PRD,120
1566,1,50PRD,570
1567,2,50PRD,57
1568,2,50PRD,56
1569,2,50PRD,490
1570,2,50PRD,55
1571,2,50PRD,210
1572,2,50PRD,460
1573,2,50PRD,130
1574,2,50PRD,340
1575,1,50PRD,490
1576,2,50PRD,22
1577,2,50PRD,52
1578,2,50PRD,90
1579,2,50PRD,0
1580,1,50PRD,120
1581,2,50PRD,100
1582,2,50PRD,130
1583,1,50PRD,510
1584,2,50PRD,60
1585,1,50PRD,58
1586,2,50PRD,90
1587,2,50PRD,440
1588,1,50PRD,17
1589,2,50PRD,470
1590,2,50PRD,65
1591,1,50PRD,610
1592,1,50PRD,420
1593,2,50PRD,57
1594,1,50PRD,400
1595,1,50PRD,480
1596,2,50PRD,82
1597,1,50PRD,55
1598,2,50PRD,55
1599,2,50PRD,110
1600,2,50PRD,100
1601,2,50PRD,50
1602,1,50PRD,160
1603,2,50PRD,55
1604,2,50PRD,49
1605,2,50PRD,52
1606,1,50PRD,440
1607,2,50PRD,620
1608,2,50PRD,61
1609,2,50PRD,61
1610,2,50PRD,460
1611,2,50PRD,480
1612,2,50PRD,58
1613,2,50PRD,60
1614,2,50PRD,440
1615,2,50PRD,67
1616,1,50PRD,55
1617,1,50PRD,440
1618,2,50PRD,73
1619,1,50PRD,500
1620,1,50PRD,130
1621,2,50PRD,56
1622,1,50PRD,76
1623,2,50PRD,610
1624,2,50PRD,
1625,1,50PRD,
1626,2,50PRD,85
1627,1,50PRD,79
1628,2,50PRD,610
1629,2,50PRD,590
1630,1,50PRD,62
1631,2,50PRD,
1632,1,50PRD,55
1633,1,50PRD,57
1634,2,50PRD,55
1635,2,50PRD,220
1636,1,50PRD,490
1637,1,50PRD,76
1638,2,50PRD,470
1639,2,50PRD,22
1640,1,50PRD,55
1641,1,50PRD,620
1642,2,50PRD,100
1643,2,50PRD,50
1644,1,50PRD,34
1645,1,50PRD,140
1646,1,50PRD,210
1647,2,50PRD,25
1648,1,50PRD,41
1649,1,50PRD,28
1650,1,50PRD,
1651,1,50PRD,510
1652,2,50PRD,37
1653,1,50PRD,82
1654,1,50PRD,240
1655,2,50PRD,460
1656,2,50PRD,350
1657,2,50PRD,55
1658,2,50PRD,460
1659,2,50PRD,480
1660,2,50PRD,88
1661,2,50PRD,16
1662,2,50PRD,150
1663,1,50PRD,460
1664,2,50PRD,130
1665,1,50PRD,10
1666,2,50PRD,510
1667,2,50PRD,60
1668,2,50PRD,120
1669,2,50PRD,220
1670,1,50PRD,340
1671,2,50PRD,66
1672,2,50PRD,500
1673,1,50PRD,0
1674,1,50PRD,55
1675,1,50PRD,20
1676,1,50PRD,88
1677,2,50PRD,28
1678,1,50PRD,270
1679,1,50PRD,62
1680,2,50PRD,480
1681,1,50PRD,40
1682,2,50PRD,80
1683,2,50PRD,210
1684,2,50PRD,67
1685,2,50PRD,500
1686,2,50PRD,420
1687,1,50PRD,
1688,2,50PRD,50
1689,2,50PRD,55
1690,2,50PRD,470
1691,2,50PRD,37
1692,1,50PRD,440
1693,1,50PRD,550
1694,2,50PRD,400
1695,1,50PRD,66
1696,2,50PRD,480
1697,2,50PRD,440
1698,2,50PRD,440
1699,1,50PRD,480
1700,2,50PRD,36
1701,2,50PRD,490
1702,2,50PRD,57
1703,1,50PRD,130
1704,2,50PRD,130
1705,2,50PRD,
1706,2,50PRD,300
1707,2,50PRD,470
1708,2,50PRD,130
1709,2,50PRD,56
1710,1,50PRD,370
1711,2,50PRD,70
1712,1,50PRD,57
1713,2,50PRD,150
1714,1,50PRD,160
1715,1,50PRD,65
1716,2,50PRD,100
1717,2,50PRD,74
1718,1,50PRD,66
1719,2,50PRD,18
1720,2,50PRD,90
1721,1,50PRD,83
1722,1,50PRD,470
1723,1,50PRD,200
1724,2,50PRD,510
1725,1,50PRD,510
1726,2,50PRD,160
1727,1,50PRD,120
1728,2,50PRD,130
1729,2,50PRD,55
1730,1,50PRD,440
1731,1,50PRD,56
1732,2,50PRD,65
1733,2,50PRD,58
1734,2,50PRD,55
1735,2,50PRD,13
1736,2,50PRD,55
1737,2,50PRD,260
1738,1,50PRD,0
1739,1,50PRD,410
1740,2,50PRD,400
1741,2,50PRD,480
1742,2,50PRD,25
1743,2,50PRD,550
1744,2,50PRD,100
1745,1,50PRD,470
1746,2,50PRD,210
1747,2,50PRD,130
1748,2,50PRD,55
1749,1,50PRD,
1750,2,50PRD,27
1751,2,50PRD,510
1752,2,50PRD,490
1753,2,50PRD,55
1754,2,50PRD,70
1755,2,50PRD,510
1756,2,50PRD,16
1757,1,50PRD,28
1758,2,50PRD,220
1759,2,50PRD,140
1760,1,50PRD,500
1761,1,50PRD,120
1762,2,50PRD,73
1763,2,50PRD,62
1764,1,50PRD,220
1765,2,50PRD,33
1766,1,50PRD,460
1767,1,50PRD,130
1768,2,50PRD,460
1769,1,50PRD,17
1770,1,50PRD,510
1771,1,50PRD,150
1772,2,50PRD,410
1773,2,50PRD,56
1774,1,50PRD,69
1775,1,50PRD,47
1776,2,50PRD,20
1777,2,50PRD,63
1778,2,50PRD,380
1779,1,50PRD,25
1780,2,50PRD,55
1781,1,50PRD,470
1782,2,50PRD,69
1783,1,50PRD,480
1784,2,50PRD,480
1785,2,50PRD,17
1786,2,50PRD,43
1787,2,50PRD,460
1788,2,50PRD,440
1789,1,50PRD,30
1790,1,50PRD,43
1791,2,50PRD,460
1792,2,50PRD,120
1793,2,50PRD,130
1794,1,50PRD,
1795,1,50PRD,16
1796,1,50PRD,160
1797,2,50PRD,480
1798,1,50PRD,36
1799,2,50PRD,20
1800,1,50PRD,400
1801,1,50PRD,340
1802,1,50PRD,50
1803,1,50PRD,55
1804,1,50PRD,40
1805,2,50PRD,56
1806,2,50PRD,77
1807,2,50PRD,470
1808,2,50PRD,470
1809,1,50PRD,440
1810,2,50PRD,55
1811,2,50PRD,460
1812,1,50PRD,130
1813,1,50PRD,420
1814,1,50PRD,55
1815,2,50PRD,50
1816,2,50PRD,100
1817,1,50PRD,480
1818,1,50PRD,56
1819,1,50PRD,100
1820,2,50PRD,25
1821,1,50PRD,150
1822,2,50PRD,490
1823,2,50PRD,55
1824,1,50PRD,150
1825,2,50PRD,88
1826,2,50PRD,
1827,1,50PRD,620
1828,2,50PRD,57
1829,2,50PRD,40
1830,2,50PRD,130
1831,2,50PRD,56
1832,2,50PRD,460
1833,2,50PRD,610
1834,2,50PRD,56
1835,1,50PRD,52
1836,1,50PRD,170
1837,1,50PRD,80
1838,2,50PRD,70
1839,2,50PRD,33
1840,2,50PRD,58
1841,1,50PRD,77
1842,1,50PRD,460
1843,1,50PRD,100
1844,2,50PRD,160
1845,2,50PRD,150
1846,1,50PRD,500
1847,1,50PRD,130
1848,1,50PRD,140
1849,2,50PRD,65
1850,1,50PRD,100
1851,2,50PRD,52
1852,2,50PRD,480
1853,2,50PRD,390
1854,1,50PRD,130
1855,2,50PRD,26
1856,2,50PRD,500
1857,2,50PRD,
1858,1,50PRD,470
1859,1,50PRD,460
1860,1,50PRD,180
1861,1,50PRD,17
1862,2,50PRD,55
1863,1,50PRD,67
1864,2,50PRD,160
1865,2,50PRD,87
1866,2,50PRD,440
1867,2,50PRD,380
1868,1,50PRD,56
1869,1,50PRD,58
1870,1,50PRD,500
1871,1,50PRD,17
1872,2,50PRD,44
1873,2,50PRD,60
1874,1,50PRD,55
1875,2,50PRD,60
1876,1,50PRD,17
1877,2,50PRD,13
1878,2,50PRD,260
1879,2,50PRD,55
1880,1,50PRD,39
1881,1,50PRD,18
1882,2,50PRD,50
1883,2,50PRD,510
1884,1,50PRD,610
1885,1,50PRD,160
1886,1,50PRD,55
1887,1,50PRD,220
1888,2,50PRD,69
1889,1,50PRD,72
1890,2,50PRD,470
1891,1,50PRD,55
1892,2,50PRD,210
1893,1,50PRD,480
1894,2,50PRD,400
1895,1,50PRD,39
1896,2,50PRD,20
1897,2,50PRD,58
1898,2,50PRD,65
1899,2,50PRD,210
1900,1,50PRD,480
1901,1,50PRD,65
1902,1,50PRD,79
1903,1,50PRD,76
1904,2,50PRD,400
1905,1,50PRD,340
1906,2,50PRD,30
1907,2,50PRD,72
1908,1,50PRD,470
1909,2,50PRD,60
1910,2,50PRD,500
1911,1,50PRD,340
1912,1,50PRD,10
1913,2,50PRD,43
1914,1,50PRD,47
1915,1,50PRD,420
1916,2,50PRD,80
1917,1,50PRD,150
1918,1,50PRD,62
1919,1,50PRD,
1920,2,50PRD,100
1921,2,50PRD,310
1922,2,50PRD,500
1923,2,50PRD,44
1924,2,50PRD,25
1925,2,50PRD,130
1926,2,50PRD,270
1927,2,50PRD,100
1928,2,50PRD,340
1929,2,50PRD,170
1930,1,50PRD,360
1931,2,50PRD,170
1932,2,50PRD,66
1933,2,50PRD,480
1934,1,50PRD,41
1935,2,50PRD,55
1936,2,50PRD,130
1937,2,50PRD,17
1938,2,50PRD,160
1939,1,50PRD,440
1940,2,50PRD,100
1941,1,50PRD,540
1942,2,50PRD,45
1943,2,50PRD,440
1944,2,50PRD,55
1945,1,50PRD,56
1946,2,50PRD,500
1947,2,50PRD,49
1948,2,50PRD,480
1949,2,50PRD,490
1950,1,50PRD,48
1951,2,50PRD,52
1952,2,50PRD,55
1953,2,50PRD,90
1954,1,50PRD,480
1955,2,50PRD,610
1956,2,50PRD,460
1957,1,50PRD,25
1958,2,50PRD,160
1959,1,50PRD,150
1960,2,50PRD,37
1961,1,50PRD,55
1962,2,50PRD,58
1963,2,50PRD,55
1964,1,50PRD,10
1965,1,50PRD,540
1966,1,50PRD,180
1967,1,50PRD,440
1968,2,50PRD,17
1969,2,50PRD,73
1970,1,50PRD,55
1971,1,50PRD,550
1972,2,50PRD,56
1973,2,50PRD,63
1974,1,50PRD,47
1975,2,50PRD,550
1976,1,50PRD,100
1977,2,50PRD,140
1978,2,50PRD,180
1979,1,50PRD,330
1980,2,50PRD,120
1981,2,50PRD,490
1982,1,50PRD,510
1983,2,50PRD,490
1984,1,50PRD,120
1985,2,50PRD,56
1986,2,50PRD,50
1987,1,50PRD,55
1988,2,50PRD,210
1989,1,50PRD,600
1990,1,50PRD,110
1991,2,50PRD,
1992,1,50PRD,150
1993,2,50PRD,420
1994,2,50PRD,88
1995,2,50PRD,440
1996,2,50PRD,130
1997,1,50PRD,50
1998,2,50PRD,160
1999,2,50PRD,100
2000,2,50PRD,510
2001,2,50PRD,73
2002,1,50PRD,210
2003,2,50PRD,87
2004,2,50PRD,470
2005,2,50PRD,460
2006,1,50PRD,73
2007,1,50PRD,50
2008,1,50PRD,0
2009,2,50PRD,490
2010,2,50PRD,460
2011,2,50PRD,480
2012,1,50PRD,100
2013,2,50PRD,47
2014,2,50PRD,56
2015,2,50PRD,56
2016,1,50PRD,130
2017,2,50PRD,370
2018,2,50PRD,13
2019,1,50PRD,470
2020,2,50PRD,480
2021,2,50PRD,
2022,2,50PRD,62
2023,2,50PRD,30
1001,2,60PRD,27
1002,2,60PRD,18
1003,2,60PRD,160
1004,1,60PRD,130
1005,2,60PRD,370
1006,2,60PRD,150
1007,1,60PRD,140
1008,2,60PRD,88
1009,2,60PRD,130
1010,1,60PRD,67
1011,2,60PRD,120
1012,2,60PRD,55
1013,2,60PRD,480
1014,2,60PRD,73
1015,2,60PRD,25
1016,2,60PRD,80
1017,2,60PRD,63
1018,1,60PRD,16
1019,2,60PRD,120
1020,2,60PRD,19
1021,1,60PRD,130
1022,2,60PRD,470
1023,2,60PRD,630
1024,1,60PRD,62
2074,2,50PRD,400
2075,1,50PRD,78
2076,2,50PRD,53
2077,2,50PRD,470
2078,2,50PRD,510
2079,2,50PRD,41
2080,2,50PRD,500
2081,1,50PRD,460
2082,2,50PRD,55
2083,2,50PRD,52
2084,1,50PRD,80
2085,2,50PRD,
2086,1,50PRD,100
2087,2,50PRD,440
2088,1,50PRD,500
2089,2,50PRD,380
2090,1,50PRD,470
2091,2,50PRD,66
2092,2,50PRD,43
2093,2,50PRD,560
2094,1,50PRD,55
2095,1,50PRD,470
2096,2,50PRD,56
2097,2,50PRD,160
2098,2,50PRD,150
2099,1,50PRD,51
2100,2,50PRD,80
2101,2,50PRD,490
2102,1,50PRD,
2103,1,50PRD,62
2104,2,50PRD,75
2105,1,50PRD,400
2106,2,50PRD,100
2107,2,50PRD,470
2108,2,50PRD,45
2109,1,50PRD,
2110,2,50PRD,510
2111,2,50PRD,
2112,2,50PRD,480
2113,2,50PRD,460
2114,2,50PRD,460
2115,2,50PRD,120
2116,2,50PRD,440
2117,2,50PRD,440
2118,1,50PRD,19
2119,2,50PRD,16
2120,2,50PRD,120
2121,1,50PRD,480
2122,1,50PRD,160
2123,2,50PRD,470
2124,2,50PRD,57
2125,2,50PRD,440
2126,2,50PRD,83
2127,2,50PRD,55
2128,2,50PRD,56
2129,2,50PRD,130
2130,2,50PRD,420
2131,2,50PRD,160
2132,2,50PRD,130
2133,2,50PRD,460
2134,2,50PRD,55
2135,2,50PRD,460
2136,2,50PRD,440
2137,2,50PRD,510
2138,2,50PRD,88
2139,2,50PRD,55
2140,2,50PRD,85
2141,2,50PRD,470
2142,2,50PRD,55
2143,2,50PRD,100
2144,2,50PRD,72
2145,1,50PRD,340
2146,2,50PRD,460
2147,2,50PRD,57
2148,1,50PRD,480
2149,2,50PRD,77
2150,2,50PRD,40
2151,1,50PRD,
2152,2,50PRD,73
2153,2,50PRD,490
2154,2,50PRD,340
2155,1,50PRD,110
2156,1,50PRD,170
2157,2,50PRD,440
2158,1,50PRD,610
2159,2,50PRD,610
2160,2,50PRD,400
2161,2,50PRD,30
2162,2,50PRD,27
2163,1,50PRD,41
2164,2,50PRD,56
2165,2,50PRD,62
2166,1,50PRD,480
2167,1,50PRD,57
2168,1,50PRD,210
2169,2,50PRD,50
2170,1,50PRD,40
2171,1,50PRD,160
2172,2,50PRD,
2173,1,50PRD,57
2174,1,50PRD,220
2175,2,50PRD,470
2176,1,50PRD,55
2177,2,50PRD,490
2178,1,50PRD,440
2179,1,50PRD,540
2180,2,50PRD,470
2181,2,50PRD,210
2182,2,50PRD,14
2183,2,50PRD,130
2184,2,50PRD,65
2185,2,50PRD,55
2186,2,50PRD,57
2187,2,50PRD,300
2188,1,50PRD,80
2189,2,50PRD,47
2190,2,50PRD,60
2191,1,50PRD,52
2192,2,50PRD,75
2193,2,50PRD,350
2194,1,50PRD,100
2195,2,50PRD,62
2196,2,50PRD,520
2197,2,50PRD,340
2198,2,50PRD,90
2199,2,50PRD,56
2200,1,50PRD,100
2201,2,50PRD,100
2202,2,50PRD,370
2203,2,50PRD,65
2204,2,50PRD,460
2205,1,50PRD,27
2206,2,50PRD,56
2207,2,50PRD,510
2208,1,50PRD,25
2209,2,50PRD,460
2210,1,50PRD,58
2211,1,50PRD,500
2212,2,50PRD,550
2213,2,50PRD,55
2214,1,50PRD,340
2215,2,50PRD,470
2216,2,50PRD,81
2217,2,50PRD,460
2218,2,50PRD,
2219,2,50PRD,480
2220,2,50PRD,56
2221,2,50PRD,440
2222,2,50PRD,58
2223,1,50PRD,460
2224,2,50PRD,470
2225,2,50PRD,400
2226,2,50PRD,55
2227,1,50PRD,470
2228,2,50PRD,63
2229,2,50PRD,36
2230,2,50PRD,49
2231,1,50PRD,46
2232,2,50PRD,100
2233,2,50PRD,57
2234,2,50PRD,65
2235,1,50PRD,13
2236,2,50PRD,150
2237,2,50PRD,20
2238,2,50PRD,55
2239,2,50PRD,110
2240,1,50PRD,470
2241,1,50PRD,150
2242,2,50PRD,
2243,2,50PRD,55
2244,1,50PRD,440
2245,2,50PRD,460
2246,1,50PRD,610
2247,2,50PRD,
2248,1,50PRD,150
2249,1,50PRD,57
2250,1,50PRD,58
2251,2,50PRD,76
2252,1,50PRD,130
2253,2,50PRD,210
2254,2,50PRD,53
2255,1,50PRD,100
2256,2,50PRD,50
2257,2,50PRD,53
2258,2,50PRD,
2259,2,50PRD,150
2260,1,50PRD,510
2261,2,50PRD,480
2262,1,50PRD,480
2263,2,50PRD,420
2264,2,50PRD,55
2265,2,50PRD,340
2266,2,50PRD,58
2267,1,50PRD,
2268,2,50PRD,100
2269,2,50PRD,56
2270,2,50PRD,0
2271,1,50PRD,13
2272,2,50PRD,69
2273,1,50PRD,480
2274,2,50PRD,480
2275,2,50PRD,420
2276,2,50PRD,130
2277,2,50PRD,14
2278,2,50PRD,340
2279,1,50PRD,100
2280,2,50PRD,
2281,2,50PRD,100
2282,2,50PRD,130
2283,2,50PRD,
2284,2,50PRD,470
2285,2,50PRD,410
2286,2,50PRD,460
2287,2,50PRD,340
2288,1,50PRD,500
2289,2,50PRD,570
2290,1,50PRD,55
2291,2,50PRD,510
2292,2,50PRD,56
2293,1,50PRD,440
2294,1,50PRD,14
2295,2,50PRD,470
2296,1,50PRD,56
2297,1,50PRD,69
2298,2,50PRD,160
2299,1,50PRD,420
2300,2,50PRD,100
2301,1,50PRD,51
2302,2,50PRD,11
2303,2,50PRD,63
2304,1,50PRD,300
2305,1,50PRD,540
2306,2,50PRD,270
2307,2,50PRD,460
2308,2,50PRD,47
2309,2,50PRD,
2310,2,50PRD,56
2311,1,50PRD,380
2312,2,50PRD,400
2313,2,50PRD,100
2314,1,50PRD,72
2315,2,50PRD,300
2316,1,50PRD,440
2317,2,50PRD,100
2318,2,50PRD,470
2319,2,50PRD,75
2320,1,50PRD,
2321,1,50PRD,0
2322,1,50PRD,470
2323,2,50PRD,380
2324,2,50PRD,210
2325,2,50PRD,610
2326,2,50PRD,510
2327,2,50PRD,16
2328,2,50PRD,470
2329,1,50PRD,55
2330,1,50PRD,460
2331,2,50PRD,470
2332,2,50PRD,0
2333,2,50PRD,40
2334,1,50PRD,400
2335,2,50PRD,
2336,2,50PRD,69
2337,1,50PRD,500
2338,2,50PRD,55
2339,1,50PRD,34
2340,1,50PRD,350
2341,2,50PRD,44
2342,2,50PRD,47
2343,2,50PRD,53
2344,2,50PRD,60
2345,2,50PRD,490
2346,2,50PRD,100
2347,2,50PRD,210
2348,2,50PRD,30
2349,2,50PRD,88
2350,1,50PRD,150
2351,1,50PRD,130
2352,2,50PRD,140
2353,1,50PRD,420
2354,2,50PRD,24
2355,2,50PRD,55
2356,1,50PRD,75
2357,1,50PRD,440
2358,2,50PRD,55
2359,2,50PRD,100
2360,1,50PRD,470
2361,2,50PRD,55
2362,1,50PRD,
2363,2,50PRD,56
2364,2,50PRD,85
2365,1,50PRD,480
2366,1,50PRD,48
2367,2,50PRD,490
2368,1,50PRD,100
2369,1,50PRD,10
2370,2,50PRD,76
2371,2,50PRD,400
2372,2,50PRD,33
2373,1,50PRD,130
2374,2,50PRD,460
2375,2,50PRD,370
2376,2,50PRD,480
2377,2,50PRD,470
2378,1,50PRD,460
2379,1,50PRD,160
2380,1,50PRD,52
2381,2,50PRD,43
2382,2,50PRD,43
2383,2,50PRD,120
2384,2,50PRD,55
2385,2,50PRD,42
2386,1,50PRD,24
2387,1,50PRD,17
2388,1,50PRD,160
2389,1,50PRD,310
2390,2,50PRD,56
2391,2,50PRD,120
2392,2,50PRD,500
2393,2,50PRD,70
2394,2,50PRD,100
2395,2,50PRD,90
2396,2,50PRD,50
2397,2,50PRD,100
2398,1,50PRD,120
2399,1,50PRD,56
2400,1,50PRD,160
2401,2,50PRD,86
2402,1,50PRD,50
2403,2,50PRD,27
2404,1,50PRD,460
2405,1,50PRD,400
2406,2,50PRD,440
2407,2,50PRD,63
2408,1,50PRD,160
2409,2,50PRD,490
2410,2,50PRD,
2411,2,50PRD,480
2412,2,50PRD,460
2413,1,50PRD,53
2414,2,50PRD,87
2415,2,50PRD,600
2416,1,50PRD,490
2417,2,50PRD,480
2418,2,50PRD,45
2419,2,50PRD,510
2420,1,50PRD,130
2421,2,50PRD,18
2422,1,50PRD,480
2423,1,50PRD,480
2424,2,50PRD,110
2425,1,50PRD,130
2426,1,50PRD,55
2427,1,50PRD,490
2428,1,50PRD,50
2429,2,50PRD,58
2430,2,50PRD,62
2431,2,50PRD,490
2432,2,50PRD,510
2433,1,50PRD,80
2434,1,50PRD,440
2435,1,50PRD,75
2436,1,50PRD,440
2437,1,50PRD,500
2438,2,50PRD,610
2439,1,50PRD,66
2440,2,50PRD,200
2441,2,50PRD,460
2442,2,50PRD,63
2443,2,50PRD,130
2444,2,50PRD,130
2445,1,50PRD,150
2446,1,50PRD,150
2447,2,50PRD,160
2448,2,50PRD,170
2449,2,50PRD,540
2450,1,50PRD,56
2451,2,50PRD,52
2452,2,50PRD,62
2453,1,50PRD,0
2454,2,50PRD,55
2455,1,50PRD,440
2456,2,50PRD,480
2457,1,50PRD,44
2458,1,50PRD,0
2459,2,50PRD,470
2460,2,50PRD,55
2461,1,50PRD,100
2462,2,50PRD,160
2463,1,50PRD,220
2464,1,50PRD,100
2465,2,50PRD,400
2466,1,50PRD,17
2467,1,50PRD,500
2468,1,50PRD,56
2469,2,50PRD,550
2470,2,50PRD,220
2471,1,50PRD,82
2472,2,50PRD,210
2473,1,50PRD,500
2474,2,50PRD,55
2475,2,50PRD,58
2476,2,50PRD,470
2477,2,50PRD,90
2478,1,50PRD,130
2479,1,50PRD,470
2480,2,50PRD,56
2481,2,50PRD,440
2482,1,50PRD,160
2483,1,50PRD,600
2484,1,50PRD,440
2485,2,50PRD,67
2486,1,50PRD,0
2487,2,50PRD,80
2488,2,50PRD,140
2489,2,50PRD,51
2490,2,50PRD,36
