SEQ,GENDER,AGE_PRD,HOM_PST_NO
01214,1,60PRD,062
01215,2,60PRD,390
01216,2,60PRD,500
01217,2,60PRD,130
01218,1,60PRD,490
01219,1,60PRD,039
01220,2,60PRD,060
01221,2,60PRD,010
01222,2,60PRD,470
01223,2,60PRD,470
01224,2,60PRD,022
01225,1,60PRD,
01226,2,60PRD,053
01227,2,60PRD,120
01228,2,60PRD,130
01229,2,60PRD,160
01230,2,60PRD,130
01231,2,60PRD,040
01232,1,60PRD,460
01233,1,60PRD,044
01234,2,60PRD,100
01235,2,60PRD,055
01236,2,60PRD,047
01237,1,60PRD,530
01238,2,60PRD,160
01239,2,60PRD,056
01240,2,60PRD,460
01241,2,60PRD,100
01242,2,60PRD,470
01243,1,60PRD,630
01244,1,60PRD,040
01245,2,60PRD,056
01246,1,60PRD,057
01247,2,60PRD,470
01248,2,60PRD,340
01249,1,60PRD,510
01250,2,60PRD,057
01251,1,60PRD,120
01252,2,60PRD,
01253,2,60PRD,470
01254,2,60PRD,056
01255,2,60PRD,140
01256,2,60PRD,380
01257,1,60PRD,210
01258,2,60PRD,031
01259,2,60PRD,
01260,1,60PRD,063
01261,2,60PRD,056
01262,1,60PRD,510
01263,2,60PRD,055
01264,2,60PRD,040
01265,1,60PRD,230
01266,1,60PRD,058
01267,1,60PRD,440
01268,1,60PRD,380
01269,2,60PRD,090
01270,2,60PRD,076
01271,1,60PRD,056
01272,2,60PRD,500
01273,2,60PRD,480
01274,2,60PRD,500
01275,2,60PRD,460
01276,1,60PRD,067
01277,2,60PRD,160
01278,1,60PRD,140
01279,1,60PRD,061
01280,2,60PRD,000
01281,2,60PRD,056
01282,1,60PRD,
01283,1,60PRD,100
01284,1,60PRD,051
01285,1,60PRD,024
01286,2,60PRD,100
01287,2,60PRD,055
01288,2,60PRD,400
01289,2,60PRD,340
01290,2,60PRD,055
01291,2,60PRD,058
01292,2,60PRD,060
01293,2,60PRD,067
01294,2,60PRD,056
01295,2,60PRD,042
01296,2,60PRD,470
01297,1,60PRD,066
01298,2,60PRD,013
01299,2,60PRD,056
01300,2,60PRD,210
01301,2,60PRD,057
01302,1,60PRD,320
01303,1,60PRD,036
01304,1,60PRD,055
01305,2,60PRD,055
01306,2,60PRD,085
01307,2,60PRD,058
01308,2,60PRD,055
01309,2,60PRD,072
01310,2,60PRD,047
01311,2,60PRD,490
01312,1,60PRD,033
01313,1,60PRD,
01314,2,60PRD,130
01315,1,60PRD,000
01316,2,60PRD,460
01317,2,60PRD,420
01318,2,60PRD,013
01319,2,60PRD,160
01320,1,60PRD,090
01321,2,60PRD,063
01322,2,60PRD,510
01323,2,60PRD,056
01324,2,60PRD,130
01325,2,60PRD,470
01326,2,60PRD,055
01327,2,60PRD,026
01328,1,60PRD,540
01329,1,60PRD,140
01330,2,60PRD,480
01331,2,60PRD,110
01332,2,60PRD,460
01333,2,60PRD,055
01334,2,60PRD,053
01335,2,60PRD,058
01336,2,60PRD,130
01337,2,60PRD,160
01338,2,60PRD,210
01339,2,60PRD,280
01340,2,60PRD,055
01341,2,60PRD,010
01342,2,60PRD,055
01343,2,60PRD,017
01344,2,60PRD,069
01345,2,60PRD,090
01346,1,60PRD,510
01347,1,60PRD,080
01348,1,60PRD,067
01349,2,60PRD,300
01350,2,60PRD,075
01351,2,60PRD,060
01352,2,60PRD,470
01353,2,60PRD,058
01354,2,60PRD,620
01355,2,60PRD,470
01356,2,60PRD,069
01357,1,60PRD,030
01358,1,60PRD,055
01359,1,60PRD,052
01360,1,60PRD,400
01361,1,60PRD,470
01362,2,60PRD,490
01363,2,60PRD,033
01364,2,60PRD,083
01365,2,60PRD,080
01366,2,60PRD,056
01367,2,60PRD,420
01368,1,60PRD,120
01369,2,60PRD,340
01370,1,60PRD,510
01371,2,60PRD,480
01372,1,60PRD,470
01373,1,60PRD,100
01374,2,60PRD,100
01375,2,60PRD,010
01376,1,60PRD,055
01377,2,60PRD,490
01378,1,60PRD,
01379,1,60PRD,340
01380,2,60PRD,100
01381,2,60PRD,056
01382,2,60PRD,470
01383,2,60PRD,460
01384,1,60PRD,040
01385,1,60PRD,055
01386,2,60PRD,055
01387,2,60PRD,047
01388,1,60PRD,088
01389,2,60PRD,045
01390,2,60PRD,470
01391,2,60PRD,440
01392,2,60PRD,480
01393,2,60PRD,480
01394,2,60PRD,028
01395,2,60PRD,480
01396,2,60PRD,130
01397,2,60PRD,063
01398,2,60PRD,480
01399,1,60PRD,063
01400,2,60PRD,055
01401,2,60PRD,056
01402,2,60PRD,055
01403,2,60PRD,055
01404,1,60PRD,130
01405,2,60PRD,420
01406,2,60PRD,400
01407,2,60PRD,400
01408,2,60PRD,220
01409,2,60PRD,085
01410,2,60PRD,075
01411,1,60PRD,400
01412,2,60PRD,055
01413,1,60PRD,460
01414,2,60PRD,130
01415,2,60PRD,037
01416,2,60PRD,062
01417,2,60PRD,100
01418,2,60PRD,490
01419,2,60PRD,055
01420,1,60PRD,040
01421,2,60PRD,
01422,1,60PRD,540
01423,1,60PRD,580
01424,2,60PRD,055
01425,1,60PRD,041
01426,2,60PRD,056
01427,2,60PRD,040
01428,2,60PRD,079
01429,2,60PRD,052
01430,1,60PRD,100
01431,1,60PRD,100
01432,2,60PRD,470
01433,2,60PRD,220
01434,2,60PRD,056
01435,2,60PRD,055
01436,1,60PRD,056
01437,1,60PRD,073
01438,2,60PRD,110
01439,2,60PRD,063
01440,2,60PRD,130
01441,2,60PRD,220
01442,2,60PRD,058
01443,1,60PRD,130
01444,2,60PRD,470
01445,1,60PRD,030
01446,2,60PRD,470
01447,2,60PRD,073
01448,2,60PRD,056
01449,2,60PRD,055
01450,2,60PRD,053
01451,2,60PRD,062
01452,1,60PRD,460
01453,2,60PRD,490
01454,2,60PRD,470
01455,2,60PRD,010
01456,2,60PRD,055
01457,1,60PRD,025
01458,2,60PRD,440
01459,1,60PRD,510
01460,1,60PRD,073
01461,2,60PRD,055
01462,2,60PRD,066
01463,2,60PRD,120
01464,2,60PRD,080
01465,2,60PRD,460
01466,1,60PRD,058
01467,2,60PRD,480
01468,2,60PRD,620
01469,1,60PRD,053
01470,2,60PRD,400
01471,2,60PRD,490
01472,2,60PRD,590
01473,2,60PRD,055
01474,2,60PRD,050
01475,1,60PRD,034
01476,1,60PRD,400
01477,1,60PRD,600
01478,2,60PRD,057
01479,2,60PRD,074
01480,2,60PRD,020
01481,2,60PRD,055
01482,2,60PRD,280
01483,2,60PRD,017
01484,2,60PRD,490
01485,1,60PRD,460
01486,2,60PRD,055
01487,2,60PRD,140
01488,2,60PRD,080
01489,2,60PRD,
01490,1,60PRD,024
01491,1,60PRD,057
01492,2,60PRD,440
01493,1,60PRD,
01494,1,60PRD,100
01495,1,60PRD,075
01496,2,60PRD,470
01497,1,60PRD,052
01498,1,60PRD,470
01499,2,60PRD,055
01500,2,60PRD,610
01501,2,60PRD,
01502,2,60PRD,490
01503,2,60PRD,410
01504,2,60PRD,
01505,2,60PRD,055
01506,1,60PRD,057
01507,1,60PRD,120
01508,2,60PRD,056
01509,2,60PRD,500
01510,1,60PRD,055
01511,2,60PRD,500
01512,1,60PRD,530
01513,2,60PRD,014
01514,2,60PRD,480
01515,2,60PRD,054
01516,2,60PRD,025
01517,1,60PRD,056
01518,2,60PRD,053
01519,1,60PRD,025
01520,1,60PRD,130
01521,2,60PRD,480
01522,1,60PRD,043
01523,2,60PRD,062
01524,2,60PRD,460
01525,2,60PRD,010
01526,2,60PRD,420
01527,1,60PRD,054
01528,1,60PRD,440
01529,1,60PRD,075
01530,2,60PRD,067
01531,1,60PRD,470
01532,2,60PRD,020
01533,1,60PRD,610
01534,2,60PRD,055
01535,2,60PRD,058
01536,2,60PRD,
01537,1,50PRD,110
01538,2,50PRD,410
01539,1,50PRD,470
01540,2,50PRD,083
01541,1,50PRD,034
01542,1,50PRD,056
01543,2,50PRD,620
01544,2,50PRD,350
01545,2,50PRD,500
01546,2,50PRD,170
01547,1,50PRD,120
01548,1,50PRD,150
01549,2,50PRD,400
01550,1,50PRD,065
01551,1,50PRD,140
01552,2,50PRD,052
01553,2,50PRD,500
01554,1,50PRD,550
01555,2,50PRD,550
01556,2,50PRD,062
01557,2,50PRD,490
01558,2,50PRD,440
01559,2,50PRD,470
01560,2,50PRD,460
01561,2,50PRD,300
01562,2,50PRD,140
01563,2,50PRD,470
01564,2,50PRD,300
01565,1,50PRD,120
01566,1,50PRD,570
01567,2,50PRD,057
01568,2,50PRD,056
01569,2,50PRD,490
01570,2,50PRD,055
01571,2,50PRD,210
01572,2,50PRD,460
01573,2,50PRD,130
01574,2,50PRD,340
01575,1,50PRD,490
01576,2,50PRD,022
01577,2,50PRD,052
01578,2,50PRD,090
01579,2,50PRD,000
01580,1,50PRD,120
01581,2,50PRD,100
01582,2,50PRD,130
01583,1,50PRD,510
01584,2,50PRD,060
01585,1,50PRD,058
01586,2,50PRD,090
01587,2,50PRD,440
01588,1,50PRD,017
01589,2,50PRD,470
01590,2,50PRD,065
01591,1,50PRD,610
01592,1,50PRD,420
01593,2,50PRD,057
01594,1,50PRD,400
01595,1,50PRD,480
01596,2,50PRD,082
01597,1,50PRD,055
01598,2,50PRD,055
01599,2,50PRD,110
01600,2,50PRD,100
01601,2,50PRD,050
01602,1,50PRD,160
01603,2,50PRD,055
01604,2,50PRD,049
01605,2,50PRD,052
01606,1,50PRD,440
01607,2,50PRD,620
01608,2,50PRD,061
01609,2,50PRD,061
01610,2,50PRD,460
01611,2,50PRD,480
01612,2,50PRD,058
01613,2,50PRD,060
01614,2,50PRD,440
01615,2,50PRD,067
01616,1,50PRD,055
01617,1,50PRD,440
01618,2,50PRD,073
01619,1,50PRD,500
01620,1,50PRD,130
01621,2,50PRD,056
01622,1,50PRD,076
01623,2,50PRD,610
01624,2,50PRD,
01625,1,50PRD,
01626,2,50PRD,085
01627,1,50PRD,079
01628,2,50PRD,610
01629,2,50PRD,590
01630,1,50PRD,062
01631,2,50PRD,
01632,1,50PRD,055
01633,1,50PRD,057
01634,2,50PRD,055
01635,2,50PRD,220
01636,1,50PRD,490
01637,1,50PRD,076
01638,2,50PRD,470
01639,2,50PRD,022
01640,1,50PRD,055
01641,1,50PRD,620
01642,2,50PRD,100
01643,2,50PRD,050
01644,1,50PRD,034
01645,1,50PRD,140
01646,1,50PRD,210
01647,2,50PRD,025
01648,1,50PRD,041
01649,1,50PRD,028
01650,1,50PRD,
01651,1,50PRD,510
01652,2,50PRD,037
01653,1,50PRD,082
01654,1,50PRD,240
01655,2,50PRD,460
01656,2,50PRD,350
01657,2,50PRD,055
01658,2,50PRD,460
01659,2,50PRD,480
01660,2,50PRD,088
01661,2,50PRD,016
01662,2,50PRD,150
01663,1,50PRD,460
01664,2,50PRD,130
01665,1,50PRD,010
01666,2,50PRD,510
01667,2,50PRD,060
01668,2,50PRD,120
01669,2,50PRD,220
01670,1,50PRD,340
01671,2,50PRD,066
01672,2,50PRD,500
01673,1,50PRD,000
01674,1,50PRD,055
01675,1,50PRD,020
01676,1,50PRD,088
01677,2,50PRD,028
01678,1,50PRD,270
01679,1,50PRD,062
01680,2,50PRD,480
01681,1,50PRD,040
01682,2,50PRD,080
01683,2,50PRD,210
01684,2,50PRD,067
01685,2,50PRD,500
01686,2,50PRD,420
01687,1,50PRD,
01688,2,50PRD,050
01689,2,50PRD,055
01690,2,50PRD,470
01691,2,50PRD,037
01692,1,50PRD,440
01693,1,50PRD,550
01694,2,50PRD,400
01695,1,50PRD,066
01696,2,50PRD,480
01697,2,50PRD,440
01698,2,50PRD,440
01699,1,50PRD,480
01700,2,50PRD,036
01701,2,50PRD,490
01702,2,50PRD,057
01703,1,50PRD,130
01704,2,50PRD,130
01705,2,50PRD,
01706,2,50PRD,300
01707,2,50PRD,470
01708,2,50PRD,130
01709,2,50PRD,056
01710,1,50PRD,370
01711,2,50PRD,070
01712,1,50PRD,057
01713,2,50PRD,150
01714,1,50PRD,160
01715,1,50PRD,065
01716,2,50PRD,100
01717,2,50PRD,074
01718,1,50PRD,066
01719,2,50PRD,018
01720,2,50PRD,090
01721,1,50PRD,083
01722,1,50PRD,470
01723,1,50PRD,200
01724,2,50PRD,510
01725,1,50PRD,510
01726,2,50PRD,160
01727,1,50PRD,120
01728,2,50PRD,130
01729,2,50PRD,055
01730,1,50PRD,440
01731,1,50PRD,056
01732,2,50PRD,065
01733,2,50PRD,058
01734,2,50PRD,055
01735,2,50PRD,013
01736,2,50PRD,055
01737,2,50PRD,260
01738,1,50PRD,000
01739,1,50PRD,410
01740,2,50PRD,400
01741,2,50PRD,480
01742,2,50PRD,025
01743,2,50PRD,550
01744,2,50PRD,100
01745,1,50PRD,470
01746,2,50PRD,210
01747,2,50PRD,130
01748,2,50PRD,055
01749,1,50PRD,
01750,2,50PRD,027
01751,2,50PRD,510
01752,2,50PRD,490
01753,2,50PRD,055
01754,2,50PRD,070
01755,2,50PRD,510
01756,2,50PRD,016
01757,1,50PRD,028
01758,2,50PRD,220
01759,2,50PRD,140
01760,1,50PRD,500
01761,1,50PRD,120
01762,2,50PRD,073
01763,2,50PRD,062
01764,1,50PRD,220
01765,2,50PRD,033
01766,1,50PRD,460
01767,1,50PRD,130
01768,2,50PRD,460
01769,1,50PRD,017
01770,1,50PRD,510
01771,1,50PRD,150
01772,2,50PRD,410
01773,2,50PRD,056
01774,1,50PRD,069
01775,1,50PRD,047
01776,2,50PRD,020
01777,2,50PRD,063
01778,2,50PRD,380
01779,1,50PRD,025
01780,2,50PRD,055
01781,1,50PRD,470
01782,2,50PRD,069
01783,1,50PRD,480
01784,2,50PRD,480
01785,2,50PRD,017
01786,2,50PRD,043
01787,2,50PRD,460
01788,2,50PRD,440
01789,1,50PRD,030
01790,1,50PRD,043
01791,2,50PRD,460
01792,2,50PRD,120
01793,2,50PRD,130
01794,1,50PRD,
01795,1,50PRD,016
01796,1,50PRD,160
01797,2,50PRD,480
01798,1,50PRD,036
01799,2,50PRD,020
01800,1,50PRD,400
01801,1,50PRD,340
01802,1,50PRD,050
01803,1,50PRD,055
01804,1,50PRD,040
01805,2,50PRD,056
01806,2,50PRD,077
01807,2,50PRD,470
01808,2,50PRD,470
01809,1,50PRD,440
01810,2,50PRD,055
01811,2,50PRD,460
01812,1,50PRD,130
01813,1,50PRD,420
01814,1,50PRD,055
01815,2,50PRD,050
01816,2,50PRD,100
01817,1,50PRD,480
01818,1,50PRD,056
01819,1,50PRD,100
01820,2,50PRD,025
01821,1,50PRD,150
01822,2,50PRD,490
01823,2,50PRD,055
01824,1,50PRD,150
01825,2,50PRD,088
01826,2,50PRD,
01827,1,50PRD,620
01828,2,50PRD,057
01829,2,50PRD,040
01830,2,50PRD,130
01831,2,50PRD,056
01832,2,50PRD,460
01833,2,50PRD,610
01834,2,50PRD,056
01835,1,50PRD,052
01836,1,50PRD,170
01837,1,50PRD,080
01838,2,50PRD,070
01839,2,50PRD,033
01840,2,50PRD,058
01841,1,50PRD,077
01842,1,50PRD,460
01843,1,50PRD,100
01844,2,50PRD,160
01845,2,50PRD,150
01846,1,50PRD,500
01847,1,50PRD,130
01848,1,50PRD,140
01849,2,50PRD,065
01850,1,50PRD,100
01851,2,50PRD,052
01852,2,50PRD,480
01853,2,50PRD,390
01854,1,50PRD,130
01855,2,50PRD,026
01856,2,50PRD,500
01857,2,50PRD,
01858,1,50PRD,470
01859,1,50PRD,460
01860,1,50PRD,180
01861,1,50PRD,017
01862,2,50PRD,055
01863,1,50PRD,067
01864,2,50PRD,160
01865,2,50PRD,087
01866,2,50PRD,440
01867,2,50PRD,380
01868,1,50PRD,056
01869,1,50PRD,058
01870,1,50PRD,500
01871,1,50PRD,017
01872,2,50PRD,044
01873,2,50PRD,060
01874,1,50PRD,055
01875,2,50PRD,060
01876,1,50PRD,017
01877,2,50PRD,013
01878,2,50PRD,260
01879,2,50PRD,055
01880,1,50PRD,039
01881,1,50PRD,018
01882,2,50PRD,050
01883,2,50PRD,510
01884,1,50PRD,610
01885,1,50PRD,160
01886,1,50PRD,055
01887,1,50PRD,220
01888,2,50PRD,069
01889,1,50PRD,072
01890,2,50PRD,470
01891,1,50PRD,055
01892,2,50PRD,210
01893,1,50PRD,480
01894,2,50PRD,400
01895,1,50PRD,039
01896,2,50PRD,020
01897,2,50PRD,058
01898,2,50PRD,065
01899,2,50PRD,210
01900,1,50PRD,480
01901,1,50PRD,065
01902,1,50PRD,079
01903,1,50PRD,076
01904,2,50PRD,400
01905,1,50PRD,340
01906,2,50PRD,030
01907,2,50PRD,072
01908,1,50PRD,470
01909,2,50PRD,060
01910,2,50PRD,500
01911,1,50PRD,340
01912,1,50PRD,010
01913,2,50PRD,043
01914,1,50PRD,047
01915,1,50PRD,420
01916,2,50PRD,080
01917,1,50PRD,150
01918,1,50PRD,062
01919,1,50PRD,
01920,2,50PRD,100
01921,2,50PRD,310
01922,2,50PRD,500
01923,2,50PRD,044
01924,2,50PRD,025
01925,2,50PRD,130
01926,2,50PRD,270
01927,2,50PRD,100
01928,2,50PRD,340
01929,2,50PRD,170
01930,1,50PRD,360
01931,2,50PRD,170
01932,2,50PRD,066
01933,2,50PRD,480
01934,1,50PRD,041
01935,2,50PRD,055
01936,2,50PRD,130
01937,2,50PRD,017
01938,2,50PRD,160
01939,1,50PRD,440
01940,2,50PRD,100
01941,1,50PRD,540
01942,2,50PRD,045
01943,2,50PRD,440
01944,2,50PRD,055
01945,1,50PRD,056
01946,2,50PRD,500
01947,2,50PRD,049
01948,2,50PRD,480
01949,2,50PRD,490
01950,1,50PRD,048
01951,2,50PRD,052
01952,2,50PRD,055
01953,2,50PRD,090
01954,1,50PRD,480
01955,2,50PRD,610
01956,2,50PRD,460
01957,1,50PRD,025
01958,2,50PRD,160
01959,1,50PRD,150
01960,2,50PRD,037
01961,1,50PRD,055
01962,2,50PRD,058
01963,2,50PRD,055
01964,1,50PRD,010
01965,1,50PRD,540
01966,1,50PRD,180
01967,1,50PRD,440
01968,2,50PRD,017
01969,2,50PRD,073
01970,1,50PRD,055
01971,1,50PRD,550
01972,2,50PRD,056
01973,2,50PRD,063
01974,1,50PRD,047
01975,2,50PRD,550
01976,1,50PRD,100
01977,2,50PRD,140
01978,2,50PRD,180
01979,1,50PRD,330
01980,2,50PRD,120
01981,2,50PRD,490
01982,1,50PRD,510
01983,2,50PRD,490
01984,1,50PRD,120
01985,2,50PRD,056
01986,2,50PRD,050
01987,1,50PRD,055
01988,2,50PRD,210
01989,1,50PRD,600
01990,1,50PRD,110
01991,2,50PRD,
01992,1,50PRD,150
01993,2,50PRD,420
01994,2,50PRD,088
01995,2,50PRD,440
01996,2,50PRD,130
01997,1,50PRD,050
01998,2,50PRD,160
01999,2,50PRD,100
02000,2,50PRD,510
02001,2,50PRD,073
02002,1,50PRD,210
02003,2,50PRD,087
02004,2,50PRD,470
02005,2,50PRD,460
02006,1,50PRD,073
02007,1,50PRD,050
02008,1,50PRD,000
02009,2,50PRD,490
02010,2,50PRD,460
02011,2,50PRD,480
02012,1,50PRD,100
02013,2,50PRD,047
02014,2,50PRD,056
02015,2,50PRD,056
02016,1,50PRD,130
02017,2,50PRD,370
02018,2,50PRD,013
02019,1,50PRD,470
02020,2,50PRD,480
02021,2,50PRD,
02022,2,50PRD,062
02023,2,50PRD,030
01001,2,60PRD,027
01002,2,60PRD,018
01003,2,60PRD,160
01004,1,60PRD,130
01005,2,60PRD,370
01006,2,60PRD,150
01007,1,60PRD,140
01008,2,60PRD,088
01009,2,60PRD,130
01010,1,60PRD,067
01011,2,60PRD,120
01012,2,60PRD,055
01013,2,60PRD,480
01014,2,60PRD,073
01015,2,60PRD,025
01016,2,60PRD,080
01017,2,60PRD,063
01018,1,60PRD,016
01019,2,60PRD,120
01020,2,60PRD,019
01021,1,60PRD,130
01022,2,60PRD,470
01023,2,60PRD,630
01024,1,60PRD,062
02074,2,50PRD,400
02075,1,50PRD,078
02076,2,50PRD,053
02077,2,50PRD,470
02078,2,50PRD,510
02079,2,50PRD,041
02080,2,50PRD,500
02081,1,50PRD,460
02082,2,50PRD,055
02083,2,50PRD,052
02084,1,50PRD,080
02085,2,50PRD,
02086,1,50PRD,100
02087,2,50PRD,440
02088,1,50PRD,500
02089,2,50PRD,380
02090,1,50PRD,470
02091,2,50PRD,066
02092,2,50PRD,043
02093,2,50PRD,560
02094,1,50PRD,055
02095,1,50PRD,470
02096,2,50PRD,056
02097,2,50PRD,160
02098,2,50PRD,150
02099,1,50PRD,051
02100,2,50PRD,080
02101,2,50PRD,490
02102,1,50PRD,
02103,1,50PRD,062
02104,2,50PRD,075
02105,1,50PRD,400
02106,2,50PRD,100
02107,2,50PRD,470
02108,2,50PRD,045
02109,1,50PRD,
02110,2,50PRD,510
02111,2,50PRD,
02112,2,50PRD,480
02113,2,50PRD,460
02114,2,50PRD,460
02115,2,50PRD,120
02116,2,50PRD,440
02117,2,50PRD,440
02118,1,50PRD,019
02119,2,50PRD,016
02120,2,50PRD,120
02121,1,50PRD,480
02122,1,50PRD,160
02123,2,50PRD,470
02124,2,50PRD,057
02125,2,50PRD,440
02126,2,50PRD,083
02127,2,50PRD,055
02128,2,50PRD,056
02129,2,50PRD,130
02130,2,50PRD,420
02131,2,50PRD,160
02132,2,50PRD,130
02133,2,50PRD,460
02134,2,50PRD,055
02135,2,50PRD,460
02136,2,50PRD,440
02137,2,50PRD,510
02138,2,50PRD,088
02139,2,50PRD,055
02140,2,50PRD,085
02141,2,50PRD,470
02142,2,50PRD,055
02143,2,50PRD,100
02144,2,50PRD,072
02145,1,50PRD,340
02146,2,50PRD,460
02147,2,50PRD,057
02148,1,50PRD,480
02149,2,50PRD,077
02150,2,50PRD,040
02151,1,50PRD,
02152,2,50PRD,073
02153,2,50PRD,490
02154,2,50PRD,340
02155,1,50PRD,110
02156,1,50PRD,170
02157,2,50PRD,440
02158,1,50PRD,610
02159,2,50PRD,610
02160,2,50PRD,400
02161,2,50PRD,030
02162,2,50PRD,027
02163,1,50PRD,041
02164,2,50PRD,056
02165,2,50PRD,062
02166,1,50PRD,480
02167,1,50PRD,057
02168,1,50PRD,210
02169,2,50PRD,050
02170,1,50PRD,040
02171,1,50PRD,160
02172,2,50PRD,
02173,1,50PRD,057
02174,1,50PRD,220
02175,2,50PRD,470
02176,1,50PRD,055
02177,2,50PRD,490
02178,1,50PRD,440
02179,1,50PRD,540
02180,2,50PRD,470
02181,2,50PRD,210
02182,2,50PRD,014
02183,2,50PRD,130
02184,2,50PRD,065
02185,2,50PRD,055
02186,2,50PRD,057
02187,2,50PRD,300
02188,1,50PRD,080
02189,2,50PRD,047
02190,2,50PRD,060
02191,1,50PRD,052
02192,2,50PRD,075
02193,2,50PRD,350
02194,1,50PRD,100
02195,2,50PRD,062
02196,2,50PRD,520
02197,2,50PRD,340
02198,2,50PRD,090
02199,2,50PRD,056
02200,1,50PRD,100
02201,2,50PRD,100
02202,2,50PRD,370
02203,2,50PRD,065
02204,2,50PRD,460
02205,1,50PRD,027
02206,2,50PRD,056
02207,2,50PRD,510
02208,1,50PRD,025
02209,2,50PRD,460
02210,1,50PRD,058
02211,1,50PRD,500
02212,2,50PRD,550
02213,2,50PRD,055
02214,1,50PRD,340
02215,2,50PRD,470
02216,2,50PRD,081
02217,2,50PRD,460
02218,2,50PRD,
02219,2,50PRD,480
02220,2,50PRD,056
02221,2,50PRD,440
02222,2,50PRD,058
02223,1,50PRD,460
02224,2,50PRD,470
02225,2,50PRD,400
02226,2,50PRD,055
02227,1,50PRD,470
02228,2,50PRD,063
02229,2,50PRD,036
02230,2,50PRD,049
02231,1,50PRD,046
02232,2,50PRD,100
02233,2,50PRD,057
02234,2,50PRD,065
02235,1,50PRD,013
02236,2,50PRD,150
02237,2,50PRD,020
02238,2,50PRD,055
02239,2,50PRD,110
02240,1,50PRD,470
02241,1,50PRD,150
02242,2,50PRD,
02243,2,50PRD,055
02244,1,50PRD,440
02245,2,50PRD,460
02246,1,50PRD,610
02247,2,50PRD,
02248,1,50PRD,150
02249,1,50PRD,057
02250,1,50PRD,058
02251,2,50PRD,076
02252,1,50PRD,130
02253,2,50PRD,210
02254,2,50PRD,053
02255,1,50PRD,100
02256,2,50PRD,050
02257,2,50PRD,053
02258,2,50PRD,
02259,2,50PRD,150
02260,1,50PRD,510
02261,2,50PRD,480
02262,1,50PRD,480
02263,2,50PRD,420
02264,2,50PRD,055
02265,2,50PRD,340
02266,2,50PRD,058
02267,1,50PRD,
02268,2,50PRD,100
02269,2,50PRD,056
02270,2,50PRD,000
02271,1,50PRD,013
02272,2,50PRD,069
02273,1,50PRD,480
02274,2,50PRD,480
02275,2,50PRD,420
02276,2,50PRD,130
02277,2,50PRD,014
02278,2,50PRD,340
02279,1,50PRD,100
02280,2,50PRD,
02281,2,50PRD,100
02282,2,50PRD,130
02283,2,50PRD,
02284,2,50PRD,470
02285,2,50PRD,410
02286,2,50PRD,460
02287,2,50PRD,340
02288,1,50PRD,500
02289,2,50PRD,570
02290,1,50PRD,055
02291,2,50PRD,510
02292,2,50PRD,056
02293,1,50PRD,440
02294,1,50PRD,014
02295,2,50PRD,470
02296,1,50PRD,056
02297,1,50PRD,069
02298,2,50PRD,160
02299,1,50PRD,420
02300,2,50PRD,100
02301,1,50PRD,051
02302,2,50PRD,011
02303,2,50PRD,063
02304,1,50PRD,300
02305,1,50PRD,540
02306,2,50PRD,270
02307,2,50PRD,460
02308,2,50PRD,047
02309,2,50PRD,
02310,2,50PRD,056
02311,1,50PRD,380
02312,2,50PRD,400
02313,2,50PRD,100
02314,1,50PRD,072
02315,2,50PRD,300
02316,1,50PRD,440
02317,2,50PRD,100
02318,2,50PRD,470
02319,2,50PRD,075
02320,1,50PRD,
02321,1,50PRD,000
02322,1,50PRD,470
02323,2,50PRD,380
02324,2,50PRD,210
02325,2,50PRD,610
02326,2,50PRD,510
02327,2,50PRD,016
02328,2,50PRD,470
02329,1,50PRD,055
02330,1,50PRD,460
02331,2,50PRD,470
02332,2,50PRD,000
02333,2,50PRD,040
02334,1,50PRD,400
02335,2,50PRD,
02336,2,50PRD,069
02337,1,50PRD,500
02338,2,50PRD,055
02339,1,50PRD,034
02340,1,50PRD,350
02341,2,50PRD,044
02342,2,50PRD,047
02343,2,50PRD,053
02344,2,50PRD,060
02345,2,50PRD,490
02346,2,50PRD,100
02347,2,50PRD,210
02348,2,50PRD,030
02349,2,50PRD,088
02350,1,50PRD,150
02351,1,50PRD,130
02352,2,50PRD,140
02353,1,50PRD,420
02354,2,50PRD,024
02355,2,50PRD,055
02356,1,50PRD,075
02357,1,50PRD,440
02358,2,50PRD,055
02359,2,50PRD,100
02360,1,50PRD,470
02361,2,50PRD,055
02362,1,50PRD,
02363,2,50PRD,056
02364,2,50PRD,085
02365,1,50PRD,480
02366,1,50PRD,048
02367,2,50PRD,490
02368,1,50PRD,100
02369,1,50PRD,010
02370,2,50PRD,076
02371,2,50PRD,400
02372,2,50PRD,033
02373,1,50PRD,130
02374,2,50PRD,460
02375,2,50PRD,370
02376,2,50PRD,480
02377,2,50PRD,470
02378,1,50PRD,460
02379,1,50PRD,160
02380,1,50PRD,052
02381,2,50PRD,043
02382,2,50PRD,043
02383,2,50PRD,120
02384,2,50PRD,055
02385,2,50PRD,042
02386,1,50PRD,024
02387,1,50PRD,017
02388,1,50PRD,160
02389,1,50PRD,310
02390,2,50PRD,056
02391,2,50PRD,120
02392,2,50PRD,500
02393,2,50PRD,070
02394,2,50PRD,100
02395,2,50PRD,090
02396,2,50PRD,050
02397,2,50PRD,100
02398,1,50PRD,120
02399,1,50PRD,056
02400,1,50PRD,160
02401,2,50PRD,086
02402,1,50PRD,050
02403,2,50PRD,027
02404,1,50PRD,460
02405,1,50PRD,400
02406,2,50PRD,440
