SEQ,RCT_NO,BIZ_UNIT,PD_S_C,BR_C,DE_DT,DE_HR,BUY_AM,BUY_CT
10562,218792,A01,53,2,20150626,16,5300,1
8289,300102,A02,45,111,20150817,22,2700,1
19384,96012,A03,30,169,20150924,18,1980,1
6714,79224,A02,1219,9,20150807,21,3850,1
794,447559,A01,19,9,20151218,16,1620,1
6124,143525,A01,149,37,20150829,15,32000,1
11204,19015,A02,1620,7,20150119,21,2000,1
6904,64597,A01,13,2,20151009,12,8000,1
781,33158,A02,1241,7,20150427,18,4500,1
10338,11385,A02,541,6,20150419,14,3400,1
4260,263203,A02,1451,93,20141230,10,9000,1
9081,13974,A02,879,6,20150906,11,7776,324
9217,154808,A03,297,298,20150226,12,5400,1
154,101133,A02,17,13,20150615,17,3300,3
9045,296694,A02,1439,109,20150312,19,1980,1
13781,282422,A01,9,1,20150729,13,1150,1
8891,29466,A03,67,14,20150528,9,1800,1
12782,111701,A02,1456,14,20150505,15,4700,1
9932,15412,A02,920,6,20151201,14,7980,1
4068,288315,A02,1070,106,20150629,15,760,2
12835,426207,A01,65,2,20150115,17,12000,1
9025,218546,A02,62,67,20150702,22,4030,1
7343,90928,A03,350,153,20150627,22,5700,1
2617,119012,A02,26,16,20150207,20,25000,1
17814,23465,A02,1049,7,20150218,18,4500,1
562,203189,A02,1076,53,20150430,20,2980,1
8915,21238,A02,893,7,20150204,12,1350,1
5280,266794,A02,1188,93,20150912,18,1280,1
6671,39130,A03,472,35,20150807,21,8800,1
17120,107225,A03,486,197,20150621,9,4280,1
6210,20563,A01,479,2,20150614,11,22000,1
2554,98896,A02,1211,13,20150430,22,7300,1
9315,51535,A04,56,896,20150907,8,1900,1
6707,412685,A01,60,36,20150628,15,3500,1
19242,80264,A02,1481,9,20151008,14,5500,1
17394,41086,A01,129,28,20150428,18,59000,1
11173,8213,A03,424,68,20151106,10,4500,10
3345,35170,A03,403,26,20150430,22,1950,1
7119,464961,A01,18,2,20150323,19,7000,1
11274,160515,A03,20,310,20150406,13,1990,1
8877,73573,A02,1435,8,20150909,11,3580,1
15446,206089,A01,78,2,20150809,18,15000,1
17439,107688,A03,895,201,20150511,17,2000,2
3478,142786,A02,897,19,20150827,15,3980,1
9566,294132,A02,1327,107,20150629,18,5000,2
14864,182467,A02,1438,40,20151022,22,2580,1
930,236561,A02,1234,82,20150610,12,3250,1
15611,109189,A03,776,207,20150120,19,850,1
2147,107089,A03,112,194,20150924,16,3980,2
17252,37158,A04,297,4187,20150713,12,1700,1
2518,56942,A02,1433,7,20150930,21,2000,1
8,273607,A02,1445,96,20151204,23,2480,1
16742,42836,A04,508,1674,20150805,17,0,1
8909,92332,A03,306,156,20150303,14,2200,1
3872,118072,A03,401,471,20150309,18,2790,1
4072,344750,A01,1,22,20150906,14,16000,1
6949,72243,A01,16,20,20151223,13,3500,1
14370,95164,A02,679,13,20150214,22,350,1
14713,10534,A03,424,88,20151212,17,550,1
15574,40610,A03,505,40,20150509,19,1000,2
8220,140773,A02,1617,19,20150509,14,2800,1
2642,212190,A02,8,57,20151101,19,2480,1
10174,207767,A02,265,55,20150911,19,1800,1
12256,119545,A03,86,250,20150817,19,8900,1
19626,160385,A02,1198,29,20150123,21,3600,1
16362,203464,A02,1432,53,20150528,20,1120,1
14018,9571,A03,441,69,20151107,10,350,1
15463,14896,A04,297,4594,20150401,14,7000,1
9202,484,A03,304,1,20150429,18,1000,1
40,42507,A02,1198,7,20150627,21,7680,1
12019,100735,A03,508,182,20150302,16,990,1
2546,122339,A02,816,16,20150419,14,6900,1
2587,445269,A01,487,20,20150707,15,7000,1
16231,52358,A02,62,7,20150830,19,8940,1
17034,8384,A05,52,41,20150930,21,12500,1
7499,143549,A01,107,12,20150710,13,4500,1
18111,75673,A04,407,3650,20151221,18,1000,1
6968,184398,A02,1436,42,20150629,17,1200,1
12691,72941,A04,508,1839,20151208,20,0,1
9651,71359,A03,487,107,20150521,21,3390,1
9346,62544,A01,353,41,20151108,12,202400,1
4753,313809,A01,77,37,20150607,15,1750,1
11646,11770,A02,1252,6,20150511,14,2470,1
8525,82556,A02,1444,10,20150424,20,3980,1
30,96069,A02,1441,13,20150304,18,8000,2
13036,24187,A04,245,2826,20150517,17,3900,1
10344,168563,A01,366,2,20151126,20,59000,1
7207,108678,A01,124,6,20150626,13,19800,1
7255,149985,A03,895,545,20150723,14,50,1
6581,375013,A01,55,20,20151219,14,3100,1
7527,101138,A03,278,184,20150212,14,5990,1
3188,97293,A02,889,13,20150329,18,10138,1
15356,13833,A03,470,119,20151124,20,5000,2
2403,49331,A01,222,3,20150811,14,99000,1
934,103297,A01,121,29,20150323,13,20000,1
18400,4047,A01,558,10,20150725,12,79000,1
6077,299397,A02,952,111,20150217,15,116000,2
1605,160091,A02,38,28,20151128,20,10900,2
6435,65332,A04,62,4682,20151102,17,3800,2
6402,25604,A03,307,377,20151202,19,4260,1
9784,95499,A03,895,168,20150212,19,1000,1
11698,198345,A02,1246,50,20150911,21,4000,1
5010,321293,A01,18,2,20150610,15,3800,1
4345,290,A03,508,1,20150314,22,990,1
3060,106387,A03,390,457,20150626,9,990,1
6038,162391,A03,285,319,20150802,14,2990,1
8771,265295,A02,63,93,20150527,21,1600,1
9107,214239,A01,600,2,20150306,14,32000,1
19247,31289,A04,1,974,20150618,8,800,1
16451,3647,A01,111,29,20150903,11,5100,1
9677,103538,A02,505,13,20150731,19,6200,1
6824,61928,A03,507,91,20150620,10,1800,2
7130,318787,A02,388,127,20151114,15,102400,6
12657,178713,A02,608,40,20150310,15,4000,2
6726,10290,A01,99,1,20150430,12,31000,1
4784,2992,A01,75,8,20151026,16,21600,1
120,89953,A02,275,11,20150917,18,28000,1
590,53129,A02,943,7,20150904,19,9900,1
16352,6801,A05,85,30,20150607,20,19000,1
2132,96111,A02,90,13,20150305,17,1750,1
7039,8667,A01,99,2,20151213,11,7200,1
6585,135391,A02,897,16,20151217,20,2080,1
2428,166568,A01,61,20,20151224,18,10000,1
13689,206545,A01,14,36,20150509,16,2900,1
3647,316454,A01,60,12,20150312,14,36570,1
5465,26317,A01,446,1,20150802,14,35000,1
8766,205895,A02,1474,54,20150503,17,6580,1
4923,155773,A02,1177,25,20150901,19,9920,4
3278,15143,A04,127,806,20150403,16,1200,1
14503,106022,A03,96,187,20151018,15,6990,1
5909,428405,A01,60,11,20150220,15,7800,1
13944,59462,A03,407,81,20150723,14,1000,1
12324,311097,A02,1082,119,20151127,21,1600,1
5341,183583,A02,7,41,20150308,14,2400,200
9867,202970,A02,76,53,20150406,13,3000,1
1834,26948,A03,776,13,20150307,11,350,1
5516,126133,A03,84,272,20150130,22,5990,1
3654,151313,A03,303,288,20150717,15,4980,1
2328,49389,A01,366,47,20150218,17,149000,1
17395,61519,A03,3,88,20150507,15,10200,2
5937,68752,A02,479,7,20151225,20,500,5
7990,169562,A02,1112,32,20150912,20,1500,1
12723,219735,A02,528,68,20150516,15,5040,1
5073,98326,A02,1232,13,20150419,19,3500,1
2132,49624,A01,146,2,20150325,13,49000,1
10057,166237,A02,1250,31,20150131,21,3300,1
1401,64220,A02,779,7,20151125,14,3900,1
14229,48173,A03,405,68,20150105,19,1250,1
5686,9328,A03,302,68,20151222,20,5480,1
5058,459683,A01,82,6,20150705,19,8000,1
1719,435842,A01,71,20,20150813,15,2400,3
11462,93880,A01,189,47,20150823,13,138000,1
1235,29891,A02,806,7,20150405,14,5250,1
10630,249026,A02,1618,87,20150711,13,1000,1
8218,199118,A02,91,51,20150204,17,900,1
4505,63389,A04,133,1315,20151025,14,1500,1
19430,465338,A01,60,2,20151017,18,2800,1
10140,14963,A01,318,45,20150307,14,56600,1
6206,8745,A04,306,3491,20150225,21,2500,1
256,41093,A04,57,3490,20150729,21,1000,1
12721,166840,A02,1437,31,20150807,15,4800,1
12516,383992,A01,71,2,20150726,16,1200,1
3020,159339,A03,86,307,20150812,15,9900,1
10808,62755,A03,90,94,20150105,11,7990,1
9446,469727,A01,60,16,20150923,18,6500,1
19884,266809,A02,244,93,20150914,14,11900,1
13820,78915,A02,1453,9,20150723,17,5000,2
10170,39019,A03,61,35,20150706,19,3590,1
5776,99285,A02,1048,13,20150507,20,3200,1
3309,427808,A01,228,29,20150225,17,14500,1
13306,120054,A03,435,252,20150817,15,2000,2
15327,15053,A02,1440,6,20151110,14,2870,1
4684,160977,A02,1443,29,20150328,13,2550,1
17671,251542,A01,210,31,20150709,15,29900,1
16311,41444,A01,158,2,20151124,17,25000,1
18212,73639,A03,275,107,20150817,17,8900,1
9884,59180,A02,388,7,20151019,14,30000,3
6357,119846,A01,450,2,20151031,15,199500,1
18514,157356,A03,412,303,20150121,17,1590,1
9512,277935,A02,1163,100,20150511,22,2970,1
2736,360962,A01,21,10,20151227,15,2650,1
401,220906,A01,449,2,20151101,18,7600,4
14633,26555,A04,126,1169,20150528,14,2500,1
12307,148276,A02,679,21,20151127,21,620,1
12613,20691,A03,407,273,20151218,13,1000,1
4336,143656,A01,218,20,20151125,12,239200,1
6640,20827,A01,545,27,20151229,11,179000,1
14959,384464,A01,55,8,20151116,17,1300,1
11997,306086,A02,1334,114,20151219,19,14500,1
5281,15745,A02,226,6,20151219,14,15200,2
16292,49570,A04,149,2970,20150830,18,2800,2
566,105695,A02,1154,13,20150911,15,10000,1
8084,462422,A01,31,4,20150805,18,8900,1
12653,88182,A02,610,11,20150626,18,13600,1
6028,11827,A03,356,107,20151117,15,6580,1
5018,103505,A02,1248,13,20150731,12,5930,1
11948,58501,A02,528,7,20151015,14,7700,2
8942,4624,A02,1323,3,20150930,12,2500,1
11574,64350,A01,499,2,20150118,14,284000,1
1301,102175,A02,1431,13,20150704,16,4760,2
5133,44729,A01,569,3,20150525,11,6300,1
10412,307912,A02,500,115,20151220,20,8900,1
19355,76474,A02,1440,9,20150305,22,3300,1
4241,314638,A01,114,20,20150502,16,4000,1
10737,135164,A02,1299,16,20151212,17,2420,1
12292,112261,A03,53,226,20151004,21,1990,1
780,52294,A03,71,68,20150604,12,2000,1
18808,407006,A01,12,7,20150906,19,4500,1
13895,57710,A03,96,73,20150514,19,4980,1
8921,2881,A03,263,7,20150112,13,12360,1
7049,103514,A03,66,187,20150406,15,3600,1
367,65203,A02,388,7,20151201,11,9000,1
19655,148764,A03,527,535,20150317,20,990,1
11516,108728,A02,1211,13,20151118,19,4880,1
22,294541,A02,565,107,20150828,19,31800,1
12692,78623,A03,493,116,20150309,18,990,1
8821,165138,A02,1232,30,20150804,19,4050,1
15850,183251,A01,86,10,20150415,13,7900,1
14671,74785,A01,203,2,20150728,15,47400,1
2554,98896,A02,1444,13,20150430,22,2800,1
5335,15431,A03,44,153,20151214,18,3390,1
8783,198624,A02,1231,50,20151023,12,3580,1
3319,152222,A02,1373,25,20150117,20,4500,3
18189,19090,A03,291,228,20151121,18,11000,1
1213,7343,A01,223,2,20150721,14,189000,1
3309,413926,A01,567,29,20150525,17,15000,1
10317,113966,A03,415,230,20150819,14,3000,1
16944,281329,A02,934,103,20150611,20,12000,1
2771,50015,A03,349,68,20150314,16,7100,1
8226,1528,A05,38,4,20150411,20,10900,1
3368,172876,A02,265,34,20150408,17,2000,1
1124,171771,A01,121,4,20150227,14,8500,1
9112,261604,A02,1433,92,20150404,19,3520,1
12684,113651,A02,1620,14,20151201,17,3000,3
17266,292941,A02,54,106,20151223,14,1590,1
2573,70955,A02,508,8,20150420,16,14900,1
18457,316672,A02,57,126,20151206,15,2970,3
1611,110185,A03,233,213,20150925,15,9618,1
9863,99531,A03,42,183,20150622,18,2290,1
11210,279126,A02,514,101,20150329,12,3950,1
1385,32112,A02,265,7,20150420,18,6900,1
19466,281270,A02,1620,103,20150531,18,2000,1
2442,100167,A02,1209,13,20150526,16,5800,1
14864,104999,A01,121,9,20151018,13,5700,2
7180,168239,A02,1241,32,20150421,22,3000,1
3379,165299,A02,1620,30,20150826,19,6000,2
19045,17344,A01,447,23,20150626,11,38000,1
8480,83004,A02,1314,10,20150626,22,2880,1
10616,304314,A02,1444,114,20150427,15,4980,1
3445,7724,A01,396,27,20151105,14,49000,1
7062,406037,A01,210,20,20151004,19,3300,1
11142,96881,A02,1080,13,20150321,19,3200,1
2284,62569,A03,466,93,20150816,9,2100,2
4057,140846,A03,302,354,20150621,20,2600,1
665,368424,A01,20,12,20150702,15,5790,1
16605,273929,A02,871,97,20150131,11,19800,2
10407,136743,A03,469,341,20150125,17,4250,1
5652,229461,A01,122,23,20150305,20,8000,1
3132,82471,A03,68,119,20151006,16,3980,1
1291,102430,A02,1481,13,20150710,11,17500,5
4586,46092,A02,1087,7,20150720,17,1500,2
5514,300650,A02,1319,112,20150218,11,6500,1
3160,118201,A02,1163,16,20150119,21,6900,1
5752,429851,A01,77,22,20150816,17,3000,2
4831,21010,A01,218,41,20151227,12,10000,1
11289,26886,A04,69,3354,20150529,17,1000,1
6229,50423,A04,245,4198,20150901,23,3200,1
16969,4057,A01,572,9,20151207,11,3500,1
10403,243133,A02,168,85,20150107,16,5500,1
13417,123862,A03,895,261,20150713,21,4000,2
10897,120106,A03,441,253,20150106,16,3000,3
6722,73396,A02,68,8,20150830,19,1200,1
870,133639,A02,857,16,20151116,14,24702,358
7957,167102,A02,131,31,20151103,15,5900,1
19012,3194,A03,540,7,20150526,22,3980,1
11863,114512,A02,610,15,20150313,16,15200,1
1759,171504,A01,210,30,20150203,18,14900,1
7662,116782,A03,21,243,20150604,16,750,1
16522,90006,A02,1450,11,20150919,20,6550,1
1780,48933,A01,318,2,20150322,16,41700,1
6715,35365,A04,298,1240,20150706,17,800,1
5873,98996,A02,1443,13,20150502,20,3400,1
5974,29084,A04,290,81,20150609,13,3200,2
5656,472150,A01,9,2,20151224,20,8900,1
8441,306570,A02,1442,115,20150330,17,2520,1
6472,183908,A02,822,42,20150126,18,10500,1
9071,5886,A03,155,27,20151103,19,3980,1
17702,129535,A03,68,324,20150105,18,1280,1
14845,51306,A04,325,1435,20150906,19,4500,1
6564,38667,A02,19,7,20150602,15,2000,1
5985,301879,A02,500,113,20150310,11,5920,1
3505,100752,A02,1581,13,20150607,21,10450,1
1861,73230,A02,80,8,20150821,19,11000,1
4729,151056,A03,435,287,20151027,15,3000,2
2226,11598,A03,21,107,20151106,22,980,1
13681,7927,A05,98,35,20151028,18,2250,1
19295,10185,A01,76,2,20150719,10,20000,2
8886,368835,A01,21,12,20151209,16,4600,1
15778,193470,A02,1232,47,20151120,17,4980,1
9514,193166,A02,1435,47,20150805,15,2800,1
4401,371005,A01,106,2,20150603,16,10000,1
8854,317543,A02,1220,127,20150517,21,1250,1
11970,312775,A02,494,120,20151104,13,9900,1
2499,142322,A02,1061,19,20150801,13,2280,1
17734,310916,A02,1432,119,20150814,18,970,1
3847,101827,A02,1242,13,20150627,20,9600,4
17584,162638,A03,540,346,20150420,20,3990,1
8009,301799,A02,35,113,20150221,13,4000,2
3847,110186,A02,965,13,20151220,14,6900,1
6860,40241,A02,62,7,20150612,22,8940,1
9064,302159,A02,1217,113,20150425,16,2100,1
16855,183571,A01,9,30,20150708,13,1300,1
6611,33351,A04,286,3037,20150627,16,3200,2
17055,138514,A01,15,17,20150117,16,10000,1
14102,367676,A01,95,1,20150520,18,7500,1
3879,192189,A02,60,46,20151009,16,6240,1
4296,100509,A01,12,13,20150828,19,13000,1
6501,106296,A02,218,13,20150923,21,2400,1
6725,44289,A02,1480,7,20150708,13,6000,6
4588,128894,A03,409,286,20150411,11,1980,2
8747,51194,A03,410,68,20150427,17,1800,1
7293,90277,A03,519,147,20150402,21,1300,1
3109,54255,A03,534,68,20150808,20,8600,2
14361,299773,A01,136,15,20150630,16,10000,1
6497,188294,A02,1259,44,20150716,11,19000,1
4673,55702,A04,277,738,20150923,21,3000,2
4500,62741,A04,72,2962,20151022,16,1000,1
14197,155805,A02,1581,25,20150903,18,9800,1
9568,310202,A02,654,118,20150929,11,2900,1
1457,221136,A01,203,35,20150204,16,24000,1
4893,2338,A01,208,14,20150517,14,125100,1
2147,100720,A03,528,180,20150211,18,3980,1
9610,418721,A01,86,20,20150422,17,3300,1
18712,145173,A02,1208,20,20150217,22,3380,1
5084,395974,A01,486,14,20150329,16,8600,1
16440,152036,A03,8,289,20151007,16,19800,2
9270,148945,A02,168,23,20150213,18,5000,1
7049,128087,A02,1615,16,20150804,15,11400,3
1756,72125,A02,1301,8,20150625,13,6980,1
5279,5283,A03,405,18,20151226,17,1250,1
4655,96741,A02,1442,13,20150318,21,2520,1
2967,309906,A02,75,118,20150702,19,3950,1
15699,163402,A02,654,29,20151206,15,4400,1
7989,249784,A02,5,88,20150201,22,2309,296
16798,272505,A02,265,96,20150714,18,2000,1
15139,198021,A02,1481,50,20150801,17,3500,1
9133,243426,A02,1176,85,20150331,10,7120,1
1834,470265,A01,22,2,20150716,19,15000,1
5740,5165,A02,133,3,20151218,15,7290,1
7271,241263,A01,573,2,20150301,18,124600,1
14114,87753,A03,73,138,20150301,15,1390,1
14130,6516,A05,81,29,20150725,17,8000,1
1988,6264,A01,231,18,20150918,16,178000,1
15222,365260,A01,570,2,20150429,20,12000,1
10499,61902,A03,568,91,20150525,18,4280,1
6178,58840,A04,102,2604,20151006,7,1600,1
12686,65883,A03,407,512,20151124,14,990,1
3579,32901,A02,1431,7,20150425,21,2000,1
6551,8739,A01,149,2,20150921,13,90000,1
16750,94386,A03,491,161,20150722,21,1890,1
11224,194807,A02,1180,49,20150126,14,3200,1
13107,18003,A01,124,4,20150317,11,14000,1
9989,229102,A02,538,74,20150710,12,3960,1
6429,110135,A03,505,213,20150725,21,1200,3
13220,47098,A03,403,65,20150630,16,1700,1
17338,250181,A01,257,1,20151017,14,2880000,1
2185,67199,A02,1449,7,20151216,11,7940,1
16783,429794,A01,9,31,20150726,17,1500,1
14344,36589,A03,104,31,20151018,20,3980,1
14660,82222,A03,403,119,20150709,20,1200,1
2427,149235,A01,318,27,20150705,13,48000,1
1661,179014,A02,1620,40,20150327,20,2000,1
15184,154901,A02,1582,25,20150714,19,1200,2
15911,116808,A01,228,50,20150921,19,64500,1
4576,62051,A03,429,93,20150105,21,1000,1
19694,156014,A02,583,25,20150915,12,1450,1
12540,8023,A03,17,67,20151115,15,1840,1
9086,35498,A02,1620,7,20150512,12,2000,2
18141,74527,A01,146,23,20151218,13,42000,1
6795,155502,A02,774,25,20150816,14,12800,1
14771,137597,A03,54,343,20150504,13,2000,2
16947,107280,A02,227,13,20151017,19,8900,1
10379,111403,A02,986,14,20150403,19,4500,1
13943,30609,A01,595,44,20150401,12,39000,1
5810,3318,A03,138,7,20150717,17,3980,1
5281,9981,A02,1442,6,20150201,13,2950,1
6215,160099,A03,514,309,20150420,22,1600,1
6716,312153,A02,860,120,20150704,19,6000,522
7599,163967,A02,1549,30,20150218,15,10000,1
4844,72471,A02,1079,8,20150714,18,2400,1
7241,44884,A02,540,7,20150713,11,3500,1
3005,124041,A02,1163,16,20150522,14,3570,1
11250,29375,A02,1238,7,20150402,16,1650,1
404,49447,A02,73,7,20150811,14,5200,1
6483,95295,A03,18,167,20150621,19,3990,1
4823,92520,A02,1256,12,20150719,20,14500,1
158,98623,A03,776,183,20150226,16,350,1
17006,64581,A02,390,7,20151127,12,39800,1
7333,407036,A01,82,1,20150904,17,1000,1
10874,475318,A01,77,15,20151011,20,980,1
19043,134223,A03,486,334,20150731,20,4180,1
10397,48001,A03,486,69,20150921,16,1690,1
11941,73641,A04,127,2175,20151211,16,1200,1
497,64143,A03,61,96,20150822,13,1000,1
4987,143407,A01,215,42,20150405,17,19000,1
9514,193551,A02,1433,47,20151219,13,1600,1
13090,10427,A02,1435,6,20150227,20,10800,3
3390,186427,A02,241,43,20150725,14,1700,1
6206,29018,A04,47,3308,20150608,12,0,2
7527,101349,A03,73,184,20150421,13,1000,1
149,26517,A03,82,13,20150105,16,4990,1
2040,135943,A01,428,2,20150306,14,89000,1
8159,200293,A02,1238,52,20150101,14,1400,1
4228,108618,A02,5,13,20151115,17,1980,1
9632,28359,A01,200,45,20150718,17,1003000,1
10500,128336,A02,1611,16,20150807,17,17900,1
10246,40983,A01,478,27,20150303,15,15600,1
170,6822,A03,153,40,20151201,18,6980,1
986,26047,A01,367,9,20150730,15,39000,1
6732,45374,A01,146,36,20150828,16,70000,1
10772,97387,A02,1112,13,20150331,21,2700,1
3577,182188,A01,323,41,20151128,15,210000,1
27,166143,A01,12,29,20150408,18,14000,1
15821,65248,A02,196,7,20151202,18,8900,1
5704,73243,A02,1220,8,20150822,13,3580,1
6496,94903,A03,895,165,20150708,20,3000,1
17143,691,A03,505,1,20150622,15,1000,2
19412,27610,A04,131,670,20150602,19,2600,1
363,6135,A01,448,25,20150305,11,182000,1
2308,111410,A02,679,14,20150403,20,350,1
16300,272226,A02,1444,96,20150609,22,3700,1
2459,111378,A03,68,224,20150209,16,1280,1
15968,316617,A02,1048,126,20151014,16,6300,1
4505,31005,A02,1434,7,20150413,18,2040,1
4109,68558,A02,388,7,20151224,13,10000,1
8277,133377,A03,215,334,20150112,13,9900,1
12265,66442,A04,261,4487,20151107,21,3600,1
17734,310994,A02,514,119,20150921,19,6900,1
6497,187629,A02,1453,44,20150119,16,3300,1
3727,18699,A02,879,7,20150117,20,15900,600
19673,233260,A02,1301,81,20150101,18,1280,1
3342,34353,A04,124,101,20150702,1,2000,1
14477,40976,A04,286,945,20150729,12,1000,1
2097,22924,A01,209,44,20150523,16,212000,1
1850,210424,A02,834,56,20151220,18,14700,3
6671,38657,A03,142,35,20150317,12,2990,1
16629,54864,A02,847,7,20150917,18,7252,1
15610,5853,A01,522,4,20151209,13,455000,1
2387,73448,A02,855,8,20150902,21,7900,1
16569,74045,A01,135,2,20151101,16,70000,1
19224,121624,A01,525,1,20150215,16,1695000,1
920,27663,A02,385,7,20150320,11,360000,36
2290,67468,A02,207,7,20151218,21,10000,1
18634,50932,A03,45,68,20150418,10,2390,1
2984,384115,A01,8,17,20150508,17,2700,1
15343,18546,A03,66,207,20151203,16,1990,1
3231,452566,A01,86,4,20150422,20,4200,1
5720,91405,A02,10,11,20151201,14,950,1
4086,343984,A01,210,7,20151101,17,34900,1
2266,107702,A02,1222,13,20151027,16,3350,1
8468,139010,A03,470,520,20150627,21,2490,1
7484,41858,A04,307,2242,20150801,14,1000,1
243,197397,A02,249,50,20150513,13,13500,1
8972,307325,A02,1084,115,20150829,12,2846,1196
8719,65429,A03,494,486,20151219,15,1490,1
3911,56507,A02,1582,7,20150926,14,600,1
9711,231619,A02,1232,77,20150425,21,4980,1
13485,478158,A01,60,18,20150718,18,28000,1
2781,19901,A02,899,7,20150126,19,1000,1
2514,8291,A03,233,68,20151109,18,9990,1
9824,292829,A01,603,44,20150328,19,27000,1
5421,56223,A02,1221,7,20150925,19,7400,2
6209,105339,A03,407,187,20150825,19,1250,1
17991,225844,A02,541,72,20150218,12,2880,1
4919,58939,A04,247,4686,20151006,22,1300,1
17143,127,A03,493,1,20150203,14,7200,3
4154,7900,A01,568,20,20150705,10,29000,1
13469,10995,A04,326,225,20150311,22,4500,1
16765,359966,A01,218,26,20151004,18,45000,1
15712,177151,A02,104,39,20150904,20,10000,1
4578,20313,A02,679,7,20150129,17,350,1
3652,14025,A01,191,25,20150717,16,238800,1
9653,313055,A01,15,14,20150726,17,11700,1
7735,220155,A01,31,2,20150205,15,10000,1
5942,47139,A03,770,65,20150923,21,3780,1
11299,157832,A03,407,304,20150323,20,950,1
7496,46677,A04,326,3929,20150819,20,4500,1
11961,407081,A01,210,26,20151116,18,24900,1
14052,58708,A03,776,79,20150510,8,300,1
4991,80783,A02,1587,9,20151109,21,6250,1
506,136458,A03,486,340,20150724,18,4180,1
9637,226283,A02,990,72,20150808,12,2500,1
6238,73676,A04,145,3308,20151211,10,1000,1
18141,47352,A01,238,23,20150313,15,412000,1
